game_str,play_id,thr_ts,acq_ts,arr_ts,target_base,nth_throw
y1_d049_UPU_YJD,40,1292867,1291367,1293967,first,1
y1_d049_UPU_YJD,101,3089667,3088767,3090417,first,1
y1_d049_UPU_YJD,110,3359817,3358267,3361117,first,1
y1_d049_UPU_YJD,115,3572167,3570467,3573367,first,1
y1_d049_UPU_YJD,117,3617417,3616167,3618967,first,1
y1_d049_UPU_YJD,212,6328617,6327667,6329567,first,1
y1_d049_UPU_YJD,228,6880317,6879217,6881367,first,1
y1_d049_UPU_YJD,253,7681717,7681067,7682417,first,1
y1_d049_UPU_YJD,268,8169567,8168117,8170567,first,1
y1_d049_UPU_YJD,276,8546517,8545967,8547117,second,1
y1_d049_UPU_YJD,276,8547767,8547117,8548667,first,2
y1_d049_UPU_YJD,308,9507517,9507117,9508017,second,1
y1_d049_UPU_YJD,308,9508667,9508017,9509617,first,2
y1_d050.5_STK_QEA,2,27745,26195,29045,first,1
y1_d050.5_STK_QEA,6,122445,121045,123495,first,1
y1_d050.5_STK_QEA,28,708895,707345,709645,first,1
y1_d050.5_STK_QEA,52,1420045,1419295,1420695,second,1
y1_d050.5_STK_QEA,52,1421195,1420695,1422145,first,2
y1_d050.5_STK_QEA,59,1701345,1700045,1702095,first,1
y1_d050.5_STK_QEA,61,1757495,1755895,1758445,first,1
y1_d050.5_STK_QEA,63,1800945,1799895,1801945,first,1
y1_d050.5_STK_QEA,66,1996445,1995245,1997445,first,1
y1_d050.5_STK_QEA,87,2566195,2565045,2567295,first,1
y1_d050.5_STK_QEA,95,2911195,2909845,2912145,first,1
y1_d050.5_STK_QEA,137,4193795,4192295,4195095,first,1
y1_d050.5_STK_QEA,159,5009095,5008145,5009795,first,1
y1_d050.5_STK_QEA,181,5849595,5848395,5850695,first,1
y1_d050.5_STK_QEA,201,6530145,6529695,6530645,second,1
y1_d050.5_STK_QEA,201,6531095,6530645,6532045,first,2
y1_d050.5_STK_QEA,224,7287395,7286445,7288195,first,1
y1_d050_JZK_RZQ,68,2193296,2192546,2194046,first,1
y1_d050_JZK_RZQ,79,2575046,2573946,2576046,first,1
y1_d050_JZK_RZQ,161,5590296,5589396,5591646,first,1
y1_d050_JZK_RZQ,185,6367696,6366246,6368446,first,1
y1_d050_JZK_RZQ,215,7359496,7359146,7360096,second,1
y1_d050_JZK_RZQ,215,7360646,7360096,7361446,first,2
y1_d050_JZK_RZQ,249,8598796,8597446,8599846,first,1
y1_d050_JZK_RZQ,296,10151896,10150996,10152996,first,1
y1_d050_JZK_RZQ,302,10318296,10317696,10319096,first,1
y1_d050_JZK_RZQ,337,11525296,11523896,11526196,first,1
y1_d050_JZK_RZQ,341,11650896,11649346,11651696,first,1
y1_d050_JZK_RZQ,353,12072746,12071146,12073496,first,1
y1_d050_JZK_RZQ,354,12118196,12117446,12119096,first,1
y1_d050_JZK_RZQ,356,12288346,12287496,12289196,first,1
y1_d050_JZK_RZQ,358,12335596,12334146,12336746,first,1
y1_d050_STK_QEA,1,35777,34877,36527,first,1
y1_d050_STK_QEA,14,328877,328377,330127,first,1
y1_d050_STK_QEA,24,669277,668627,670127,second,1
y1_d050_STK_QEA,24,670727,670127,671527,first,2
y1_d050_STK_QEA,28,910127,909777,910827,first,1
y1_d050_STK_QEA,47,1507477,1506227,1508827,first,1
y1_d050_STK_QEA,65,2262477,2260777,2263527,first,1
y1_d050_STK_QEA,91,2895977,2894777,2896977,first,1
y1_d050_STK_QEA,116,3778877,3776777,3779877,first,1
y1_d050_STK_QEA,118,3824377,3823827,3825277,first,1
y1_d050_STK_QEA,120,3871777,3870627,3872727,first,1
y1_d050_STK_QEA,161,5354427,5353677,5355127,first,1
y1_d050_STK_QEA,179,5969427,5968627,5970477,first,1
y1_d050_STK_QEA,182,6050627,6049427,6051927,first,1
y1_d050_STK_QEA,186,6147377,6146277,6148927,first,1
y1_d050_STK_QEA,189,6308077,6307127,6309377,first,1
y1_d050_STK_QEA,194,6434377,6432827,6435427,first,1
y1_d050_STK_QEA,208,6877277,6876827,6877877,first,1
y1_d050_UPU_YJD,2,47042,45442,47942,first,1
y1_d050_UPU_YJD,5,121392,119192,122342,first,1
y1_d050_UPU_YJD,17,508342,507692,508742,second,1
y1_d050_UPU_YJD,17,509242,508742,510142,first,2
y1_d050_UPU_YJD,54,1678092,1676392,1679042,first,1
y1_d050_UPU_YJD,69,2205492,2204842,2206442,first,1
y1_d050_UPU_YJD,93,3018592,3017442,3019692,first,1
y1_d050_UPU_YJD,116,3734292,3732842,3735542,first,1
y1_d050_UPU_YJD,135,4496642,4495642,4497192,second,1
y1_d050_UPU_YJD,135,4497942,4497192,4498792,first,2
y1_d050_UPU_YJD,136,4541542,4540242,4542642,first,1
y1_d050_UPU_YJD,190,6185492,6184692,6186592,first,1
y1_d050_UPU_YJD,200,6480542,6478992,6481492,first,1
y1_d050_UPU_YJD,205,6724542,6723692,6725592,first,1
y1_d050_UPU_YJD,215,6967942,6966992,6968892,first,1
y1_d050_UPU_YJD,252,8285492,8284242,8286242,first,1
y1_d050_UPU_YJD,267,8816542,8815092,8817492,first,1
y1_d050_UPU_YJD,289,9433442,9432292,9435342,first,1
y1_d050_UPU_YJD,292,9544942,9543792,9545942,first,1
y1_d050_UPU_YJD,299,9800692,9797842,9801242,first,1
y1_d051_JZK_RZQ,15,499867,499017,501067,first,1
y1_d051_JZK_RZQ,16,652367,651617,653367,first,1
y1_d051_JZK_RZQ,18,695017,694067,695717,first,1
y1_d051_JZK_RZQ,24,830567,829917,831367,first,1
y1_d051_JZK_RZQ,53,1815467,1814067,1816467,first,1
y1_d051_JZK_RZQ,87,2840767,2839867,2841517,first,1
y1_d051_JZK_RZQ,99,3215817,3214517,3216567,first,1
y1_d051_JZK_RZQ,102,3295167,3293117,3296267,first,1
y1_d051_JZK_RZQ,105,3356267,3354167,3357417,first,1
y1_d051_JZK_RZQ,106,3503917,3502517,3505067,first,1
y1_d051_JZK_RZQ,122,3984267,3983417,3985267,first,1
y1_d051_JZK_RZQ,126,4168017,4166217,4168917,first,1
y1_d051_JZK_RZQ,137,4481167,4480017,4482317,first,1
y1_d051_JZK_RZQ,200,7170217,7169817,7170967,first,1
y1_d051_JZK_RZQ,230,8097167,8095867,8098067,first,1
y1_d051_JZK_RZQ,321,11582467,11581967,11583267,first,1
y1_d051_UPU_YJD,5,127926,127035,128949,first,1
y1_d051_UPU_YJD,20,728593,726547,729583,first,1
y1_d051_UPU_YJD,24,815482,813832,816340,first,1
y1_d051_UPU_YJD,38,1237849,1237222,1238377,second,1
y1_d051_UPU_YJD,38,1239268,1238377,1240093,first,2
y1_d051_UPU_YJD,55,1716482,1715195,1717967,first,1
y1_d051_UPU_YJD,111,3461193,3459444,3462150,first,1
y1_d051_UPU_YJD,118,3721762,3720772,3723313,first,1
y1_d051_UPU_YJD,203,6668664,6667971,6669258,second,1
y1_d051_UPU_YJD,203,6669786,6669258,6676320,first,2
y1_d051_UPU_YJD,223,7280320,7278406,7281409,first,1
y1_d051_UPU_YJD,277,9070902,9069384,9072024,first,1
y1_d051_UPU_YJD,278,9209271,9208611,9209997,first,1
y1_d051_UPU_YJD,291,9525345,9524619,9526335,first,1
y1_d052_APZ_QEA,19,457033,456483,457633,second,1
y1_d052_APZ_QEA,19,458133,457633,459083,first,2
y1_d052_APZ_QEA,40,1127483,1126283,1128933,first,1
y1_d052_APZ_QEA,76,2682356,2681156,2683206,first,1
y1_d052_APZ_QEA,83,2882656,2880806,2883456,first,1
y1_d052_APZ_QEA,95,3240806,3240006,3241656,first,1
y1_d052_APZ_QEA,160,5548056,5546806,5549006,first,1
y1_d052_APZ_QEA,170,6057006,6056306,6057606,first,1
y1_d052_APZ_QEA,174,6207856,6207056,6209006,first,1
y1_d052_APZ_QEA,238,8732256,8731306,8733056,first,1
y1_d052_APZ_QEA,287,10397106,10395356,10398206,first,1
y1_d053_APZ_QEA,11,217340,216540,217890,second,1
y1_d053_APZ_QEA,11,218540,217890,219390,first,2
y1_d053_APZ_QEA,12,264140,263540,265190,first,1
y1_d053_APZ_QEA,43,1396890,1396340,1397490,second,1
y1_d053_APZ_QEA,43,1397940,1397490,1398740,first,2
y1_d053_APZ_QEA,68,2276340,2275440,2277390,first,1
y1_d053_APZ_QEA,89,2961640,2960790,2962740,first,1
y1_d053_APZ_QEA,106,3481840,3480990,3482790,first,1
y1_d053_APZ_QEA,112,3795640,3793640,3796740,first,1
y1_d053_APZ_QEA,138,4679040,4678440,4680190,first,1
y1_d053_APZ_QEA,152,5452576,5451576,5453376,second,1
y1_d053_APZ_QEA,152,5453976,5453376,5454926,first,2
y1_d053_APZ_QEA,164,5953126,5952426,5953976,second,1
y1_d053_APZ_QEA,164,5954626,5953976,5955626,first,2
y1_d054_APZ_QEA,6,140229,138679,146529,first,1
y1_d054_APZ_QEA,36,1320979,1319629,1321729,first,1
y1_d054_APZ_QEA,57,1927829,1927079,1929029,first,1
y1_d054_APZ_QEA,88,2934979,2933329,2936279,first,1
y1_d054_APZ_QEA,137,4725379,4724529,4726329,first,1
y1_d054_APZ_QEA,140,4906929,4905629,4908029,first,1
y1_d054_APZ_QEA,178,6134579,6134029,6136179,first,1
y1_d054_APZ_QEA,181,6302429,6301129,6303529,first,1
y1_d054_APZ_QEA,242,8253729,8253079,8254329,first,1
y1_d054_APZ_QEA,294,10107229,10106079,10108279,first,1
y1_d054_APZ_QEA,299,10241579,10240879,10242479,first,1
y1_d055_APZ_QEA,3,99082,97782,99832,first,1
y1_d055_APZ_QEA,9,226482,225332,227182,first,1
y1_d055_APZ_QEA,81,2562732,2561332,2563482,first,1
y1_d055_APZ_QEA,103,3219432,3218182,3220582,first,1
y1_d055_APZ_QEA,108,3455332,3454032,3456082,first,1
y1_d055_APZ_QEA,116,3677382,3676832,3677832,second,1
y1_d055_APZ_QEA,116,3678432,3677832,3679282,first,2
y1_d055_APZ_QEA,123,3861032,3859482,3862082,first,1
y1_d055_APZ_QEA,125,4030432,4028782,4031682,first,1
y1_d055_APZ_QEA,130,4149332,4148332,4150232,first,1
y1_d055_APZ_QEA,160,5116082,5115382,5116832,second,1
y1_d055_APZ_QEA,160,5117532,5116832,5118482,first,2
y1_d055_APZ_QEA,223,7308532,7307482,7309482,first,1
y1_d055_APZ_QEA,250,8309132,8308882,8309632,second,1
y1_d055_APZ_QEA,250,8310282,8309632,8311132,first,2
y1_d055_APZ_QEA,255,8441432,8440782,8442632,first,1
y1_d055_APZ_QEA,256,8616482,8615582,8617482,first,1
y1_d055_APZ_QEA,267,8933482,8932532,8934282,first,1
y1_d056_KJH_RZQ,50,1514287,1513337,1515487,first,1
y1_d056_KJH_RZQ,65,2144437,2142787,2145537,first,1
y1_d056_KJH_RZQ,93,3040887,3040087,3041537,second,1
y1_d056_KJH_RZQ,93,3042087,3041537,3042987,first,2
y1_d056_KJH_RZQ,102,3459737,3458587,3460987,first,1
y1_d056_KJH_RZQ,114,3863187,3861887,3864287,first,1
y1_d056_KJH_RZQ,133,4364337,4363287,4365137,first,1
y1_d056_KJH_RZQ,140,4582437,4581287,4583637,first,1
y1_d056_KJH_RZQ,146,4830587,4829187,4831887,first,1
y1_d056_KJH_RZQ,213,7071687,7070887,7072787,first,1
y1_d056_KJH_RZQ,264,9465237,9464537,9466087,second,1
y1_d056_KJH_RZQ,264,9466787,9466087,9467637,first,2
y1_d056_OXG_QEA,49,1390159,1388559,1390809,first,1
y1_d056_OXG_QEA,93,2709709,2708159,2710809,first,1
y1_d056_OXG_QEA,95,2800209,2798909,2801009,first,1
y1_d056_OXG_QEA,114,3430809,3430359,3431409,first,1
y1_d056_OXG_QEA,131,4015909,4015159,4017009,first,1
y1_d056_OXG_QEA,153,4990909,4990059,4991609,first,1
y1_d056_OXG_QEA,163,5382359,5381509,5383059,first,1
y1_d056_OXG_QEA,182,5996009,5994559,5997259,first,1
y1_d056_OXG_QEA,205,6855309,6854359,6855959,first,1
y1_d056_OXG_QEA,214,7401109,7399759,7402009,first,1
y1_d056_OXG_QEA,272,9660109,9658909,9661359,first,1
y1_d056_OXG_QEA,316,11014109,11012809,11015009,first,1
y1_d056_WZR_YJD,3,49007,47907,50057,first,1
y1_d056_WZR_YJD,13,247457,245557,248407,first,1
y1_d056_WZR_YJD,39,1163757,1162757,1164707,first,1
y1_d056_WZR_YJD,46,1444157,1443057,1445007,first,1
y1_d056_WZR_YJD,53,1722007,1720507,1722807,first,1
y1_d056_WZR_YJD,94,3168507,3167407,3169407,first,1
y1_d056_WZR_YJD,116,3896057,3893807,3896857,first,1
y1_d056_WZR_YJD,145,4896057,4894507,4897207,first,1
y1_d056_WZR_YJD,152,5279207,5278407,5280157,first,1
y1_d056_WZR_YJD,184,6261607,6259907,6262757,first,1
y1_d056_WZR_YJD,272,9390657,9389257,9391507,first,1
y1_d057_KJH_RZQ,19,4670210,4669610,4670960,second,1
y1_d057_KJH_RZQ,19,4671310,4670960,4672260,first,2
y1_d057_KJH_RZQ,66,6093060,6092060,6094060,first,1
y1_d057_KJH_RZQ,76,6513260,6512860,6513760,second,1
y1_d057_KJH_RZQ,76,6514310,6513760,6515210,first,2
y1_d057_KJH_RZQ,79,6576160,6574910,6577110,first,1
y1_d057_KJH_RZQ,189,13279760,13278060,13280910,first,1
y1_d057_KJH_RZQ,193,13486610,13485310,13487710,first,1
y1_d057_KJH_RZQ,276,2314310,2313260,2315560,first,1
y1_d057_KJH_RZQ,281,2653860,2652110,2654660,first,1
y1_d057_KJH_RZQ,290,2867060,2866710,2867360,second,1
y1_d057_KJH_RZQ,290,2867810,2867360,2868710,first,2
y1_d057_OXG_QEA,6,152877,150377,153927,first,1
y1_d057_OXG_QEA,28,655627,654827,656377,first,1
y1_d057_OXG_QEA,73,1858727,1857577,1859527,first,1
y1_d057_OXG_QEA,127,3587527,3586327,3588827,first,1
y1_d057_OXG_QEA,131,3667877,3666777,3668727,first,1
y1_d057_OXG_QEA,160,4514927,4514027,4515627,second,1
y1_d057_OXG_QEA,160,4516277,4515627,4517127,first,2
y1_d057_OXG_QEA,166,4758127,4757427,4758827,second,1
y1_d057_OXG_QEA,166,4759427,4758827,4760227,first,2
y1_d057_OXG_QEA,180,5200777,5198527,5201777,first,1
y1_d057_OXG_QEA,187,5483027,5482127,5483777,second,1
y1_d057_OXG_QEA,187,5484377,5483777,5485177,first,2
y1_d057_OXG_QEA,229,6627527,6626227,6628227,first,1
y1_d057_OXG_QEA,236,6995877,6994527,6996977,first,1
y1_d057_OXG_QEA,239,7157527,7155927,7158777,first,1
y1_d057_OXG_QEA,277,8419835,8418935,8421335,first,1
y1_d057_OXG_QEA,341,10455485,10454785,10456585,first,1
y1_d057_WZR_YJD,25,4802331,4800681,4803581,first,1
y1_d057_WZR_YJD,38,5249131,5247981,5250181,first,1
y1_d057_WZR_YJD,49,5562431,5561781,5563381,first,1
y1_d057_WZR_YJD,51,5735831,5734531,5736881,first,1
y1_d057_WZR_YJD,71,6597481,6596181,6598081,first,1
y1_d057_WZR_YJD,74,6764581,6763181,6765831,first,1
y1_d057_WZR_YJD,96,7509331,7508831,7510981,first,1
y1_d057_WZR_YJD,110,316231,315631,316681,first,1
y1_d057_WZR_YJD,114,409031,408481,409831,first,1
y1_d057_WZR_YJD,131,923581,922281,924481,first,1
y1_d057_WZR_YJD,142,1219881,1219381,1220381,second,1
y1_d057_WZR_YJD,142,1220781,1220381,1221731,first,2
y1_d057_WZR_YJD,151,1538181,1537381,1538981,second,1
y1_d057_WZR_YJD,151,1539681,1538981,1540581,first,2
y1_d057_WZR_YJD,161,1805781,1804931,1806731,first,1
y1_d057_WZR_YJD,167,2039581,2038581,2040731,first,1
y1_d057_WZR_YJD,169,2099831,2099531,2100181,second,1
y1_d057_WZR_YJD,169,2100681,2100181,2101481,first,2
y1_d057_WZR_YJD,186,2535231,2534681,2536081,first,1
y1_d057_WZR_YJD,198,3013231,3012681,3013981,second,1
y1_d057_WZR_YJD,198,3014681,3013981,3015481,first,2
y1_d057_WZR_YJD,224,3835231,3834581,3836231,first,1
y1_d057_WZR_YJD,231,3990481,3989331,3991231,first,1
y1_d058_KJH_RZQ,2,49269,48669,49969,first,1
y1_d058_KJH_RZQ,4,107919,106419,109069,first,1
y1_d058_KJH_RZQ,14,469319,468869,470269,first,1
y1_d058_KJH_RZQ,37,1255519,1254119,1256819,first,1
y1_d058_KJH_RZQ,42,1495619,1494519,1496969,first,1
y1_d058_KJH_RZQ,100,3472469,3471469,3474369,first,1
y1_d058_KJH_RZQ,119,4094669,4093919,4095819,first,1
y1_d058_KJH_RZQ,129,4447819,4446619,4449169,first,1
y1_d058_KJH_RZQ,153,5443719,5443019,5444469,first,1
y1_d058_KJH_RZQ,174,6238069,6236969,6238819,first,1
y1_d058_KJH_RZQ,175,6278569,6277769,6279919,first,1
y1_d058_KJH_RZQ,179,6373569,6372419,6375069,first,1
y1_d058_KJH_RZQ,288,10434619,10432419,10435519,first,1
y1_d058_KJH_RZQ,300,10850269,10849919,10854769,first,1
y1_d058_KJH_RZQ,337,12118569,12117919,12119769,first,1
y1_d058_KJH_RZQ,338,12163819,12162619,12164919,first,1
y1_d058_OXG_QEA,14,7279788,7278188,7281038,first,1
y1_d058_OXG_QEA,35,7896688,7895538,7897688,first,1
y1_d058_OXG_QEA,37,8057538,8056388,8058188,first,1
y1_d058_OXG_QEA,42,8160788,8160188,8161538,first,1
y1_d058_OXG_QEA,61,8712138,8711188,8712888,second,1
y1_d058_OXG_QEA,61,8713438,8712888,8714288,first,2
y1_d058_OXG_QEA,91,9749138,9748288,9750288,first,1
y1_d058_OXG_QEA,94,9942788,9941338,9943938,first,1
y1_d058_OXG_QEA,107,10332738,10332038,10333788,first,1
y1_d058_OXG_QEA,108,10369338,10368438,10370288,first,1
y1_d058_OXG_QEA,112,77838,77038,79138,first,1
y1_d058_OXG_QEA,171,1731588,1730288,1732438,first,1
y1_d058_OXG_QEA,206,2850188,2848638,2851088,first,1
y1_d058_OXG_QEA,216,3179538,3179038,3180088,first,1
y1_d058_OXG_QEA,233,3734238,3733838,3734888,second,1
y1_d058_OXG_QEA,233,3735688,3734888,3736438,first,2
y1_d058_OXG_QEA,243,4105138,4102938,4106438,first,1
y1_d058_OXG_QEA,252,4496538,4495188,4497338,first,1
y1_d058_OXG_QEA,273,5093288,5092788,5094638,first,1
y1_d058_OXG_QEA,289,5638188,5636938,5639088,first,1
y1_d058_WZR_YJD,9,226685,225728,227180,second,1
y1_d058_WZR_YJD,9,227675,227180,228632,first,2
y1_d058_WZR_YJD,42,1354098,1352712,1355286,first,1
y1_d058_WZR_YJD,69,2290705,2289748,2291794,first,1
y1_d058_WZR_YJD,80,2537578,2536753,2538700,first,1
y1_d058_WZR_YJD,88,2864147,2863322,2865005,second,1
y1_d058_WZR_YJD,88,2865467,2865005,2867051,first,2
y1_d058_WZR_YJD,89,2914274,2913251,2914934,first,1
y1_d058_WZR_YJD,99,3305060,3304532,3305753,second,1
y1_d058_WZR_YJD,99,3306116,3305753,3307106,first,2
y1_d058_WZR_YJD,142,4904572,4903252,4905364,first,1
y1_d058_WZR_YJD,145,4980505,4979614,4981429,first,1
y1_d058_WZR_YJD,155,5375911,5374360,5377231,first,1
y1_d058_WZR_YJD,220,7815208,7814185,7816231,first,1
y1_d058_WZR_YJD,227,8057395,8056636,8059705,first,1
y1_d058_WZR_YJD,228,8115706,8113891,8116828,first,1
y1_d058_WZR_YJD,248,8786333,8784881,8787356,first,1
y1_d058_WZR_YJD,273,9750494,9749174,9751517,first,1
y1_d058_WZR_YJD,275,9926913,9926055,9927672,first,1
y1_d058_WZR_YJD,305,10983178,10981924,10983970,first,1
y1_d058_WZR_YJD,314,11361292,11360830,11361952,second,1
y1_d058_WZR_YJD,314,11362711,11361952,11363536,first,2
y1_d058_WZR_YJD,320,11509330,11507944,11510056,first,1
y1_d059_JNJ_QEA,12,289857,289257,290757,first,1
y1_d059_JNJ_QEA,29,866557,865257,867957,first,1
y1_d059_JNJ_QEA,35,1151407,1151057,1152107,first,1
y1_d059_JNJ_QEA,49,1726316,1725066,1727166,first,1
y1_d059_JNJ_QEA,62,2162316,2161466,2163366,first,1
y1_d059_JNJ_QEA,78,2702966,2701216,2703716,first,1
y1_d059_JNJ_QEA,98,3414866,3414216,3416066,first,1
y1_d059_JNJ_QEA,123,4251616,4250016,4252416,first,1
y1_d059_JNJ_QEA,140,4917666,4916916,4918516,second,1
y1_d059_JNJ_QEA,140,4918966,4918516,4919866,first,2
y1_d059_JNJ_QEA,153,5234816,5234116,5235816,first,1
y1_d059_JNJ_QEA,171,5886666,5884966,5888016,first,1
y1_d059_JNJ_QEA,202,7260316,7259666,7261016,first,1
y1_d059_JNJ_QEA,208,7450266,7449116,7451066,first,1
y1_d059_JNJ_QEA,265,9991866,9991216,9992516,second,1
y1_d059_JNJ_QEA,265,9992966,9992516,9993866,first,2
y1_d059_JNJ_QEA,270,10131216,10130566,10131966,first,1
y1_d059_JNJ_QEA,272,10230566,10229016,10232366,first,1
y1_d059_JNJ_QEA,308,11717666,11716916,11718566,first,1
y1_d059_JNJ_QEA,322,12120966,12119166,12122166,first,1
y1_d060.5_JNJ_QEA,11,256690,255440,257440,first,1
y1_d060.5_JNJ_QEA,27,844990,843240,845940,first,1
y1_d060.5_JNJ_QEA,38,1255790,1255140,1256440,second,1
y1_d060.5_JNJ_QEA,38,1256890,1256440,1257840,first,2
y1_d060.5_JNJ_QEA,53,1878040,1877340,1878790,second,1
y1_d060.5_JNJ_QEA,53,1879340,1878790,1880340,first,2
y1_d060.5_JNJ_QEA,55,1992240,1990440,1993340,first,1
y1_d060.5_JNJ_QEA,67,2425590,2424740,2426590,first,1
y1_d060.5_JNJ_QEA,71,2547790,2546590,2548940,first,1
y1_d060.5_JNJ_QEA,101,3588940,3586990,3589640,first,1
y1_d060.5_JNJ_QEA,137,4824640,4822990,4825640,first,1
y1_d060.5_JNJ_QEA,147,5064590,5063290,5065540,first,1
y1_d060.5_JNJ_QEA,150,5273490,5272490,5274640,first,1
y1_d060.5_JNJ_QEA,158,5615440,5614640,5618440,first,1
y1_d060.5_JNJ_QEA,163,5794140,5793840,5794940,first,1
y1_d060.5_JNJ_QEA,165,5853890,5852340,5854840,first,1
y1_d060.5_JNJ_QEA,166,6029490,6028040,6030190,first,1
y1_d060.5_JNJ_QEA,183,6564040,6563390,6564940,first,1
y1_d060_JNJ_QEA,19,580719,580419,581219,first,1
y1_d060_JNJ_QEA,28,952269,950769,953319,first,1
y1_d060_JNJ_QEA,41,1506419,1505519,1507219,first,1
y1_d060_JNJ_QEA,61,2206069,2204419,2206769,first,1
y1_d060_JNJ_QEA,64,2280219,2278969,2281519,first,1
y1_d060_JNJ_QEA,69,2399919,2399169,2401369,first,1
y1_d060_JNJ_QEA,74,2654019,2652819,2655219,first,1
y1_d060_JNJ_QEA,101,3530628,3529628,3531828,first,1
y1_d060_JNJ_QEA,106,3652978,3652278,3653828,first,1
y1_d060_JNJ_QEA,107,3706528,3705728,3707478,first,1
y1_d060_JNJ_QEA,121,4261828,4260278,4262978,first,1
y1_d060_JNJ_QEA,131,4549078,4548378,4550228,first,1
y1_d060_JNJ_QEA,138,4896728,4895928,4897928,first,1
y1_d060_JNJ_QEA,146,5134528,5133828,5135278,second,1
y1_d060_JNJ_QEA,146,5135778,5135278,5136778,first,2
y1_d060_JNJ_QEA,170,6131128,6130578,6131778,second,1
y1_d060_JNJ_QEA,170,6132428,6131778,6133328,first,2
y1_d061_HCI_RZQ,93,3179644,3178944,3180344,second,1
y1_d061_HCI_RZQ,93,3180794,3180344,3181644,first,2
y1_d061_HCI_RZQ,114,3934644,3933944,3935244,first,1
y1_d061_HCI_RZQ,176,6323794,6322194,6324894,first,1
y1_d061_HCI_RZQ,212,7645294,7643894,7646094,first,1
y1_d061_HCI_RZQ,229,8372994,8371094,8374144,first,1
y1_d061_HCI_RZQ,258,9479194,9478444,9480094,first,1
y1_d061_HCI_RZQ,268,9864594,9863594,9865944,first,1
y1_d061_HCI_RZQ,282,10352194,10351094,10353244,first,1
y1_d062_HCI_RZQ,11,272868,271868,274018,first,1
y1_d062_HCI_RZQ,47,1611568,1609168,1612368,first,1
y1_d062_HCI_RZQ,63,2241518,2240368,2242218,first,1
y1_d062_HCI_RZQ,70,2499368,2497718,2500318,first,1
y1_d062_HCI_RZQ,73,2563718,2562468,2564468,first,1
y1_d062_HCI_RZQ,115,3877018,3875468,3877768,first,1
y1_d062_HCI_RZQ,130,4340918,4339418,4341718,first,1
y1_d062_HCI_RZQ,133,4526468,4524618,4527268,first,1
y1_d062_HCI_RZQ,144,4798218,4797318,4799268,first,1
y1_d062_HCI_RZQ,175,5841368,5840118,5842118,first,1
y1_d062_HCI_RZQ,196,6655568,6655068,6656218,first,1
y1_d062_HCI_RZQ,212,7234918,7234168,7235868,first,1
y1_d062_HCI_RZQ,267,9522468,9521168,9523768,first,1
y1_d063_HCI_RZQ,13,314257,313307,315057,first,1
y1_d063_HCI_RZQ,70,2359907,2358907,2360607,first,1
y1_d063_HCI_RZQ,138,4703957,4703357,4704907,first,1
y1_d063_HCI_RZQ,174,6090307,6089107,6091507,first,1
y1_d063_HCI_RZQ,196,7136807,7136207,7137707,first,1
y1_d063_HCI_RZQ,208,7454657,7453457,7455507,first,1
y1_d063_HCI_RZQ,249,8977407,8976857,8978007,second,1
y1_d063_HCI_RZQ,249,8978557,8978007,8979407,first,2
y1_d063_HCI_RZQ,260,9370007,9369107,9370807,first,1
y1_d063_HCI_RZQ,266,9681457,9679857,9682757,first,1
y1_d064_IAQ_YJD,6,4989916,4989066,4990966,first,1
y1_d064_IAQ_YJD,7,5141316,5140316,5141866,first,1
y1_d064_IAQ_YJD,50,6614466,6613466,6615266,first,1
y1_d064_IAQ_YJD,86,7947616,7946816,7949116,first,1
y1_d064_IAQ_YJD,91,8262866,8261566,8263766,first,1
y1_d064_IAQ_YJD,106,8802166,8801566,8803316,first,1
y1_d064_IAQ_YJD,108,8847766,8846766,8848916,first,1
y1_d064_IAQ_YJD,113,8939166,8938166,8940316,first,1
y1_d064_IAQ_YJD,126,9397266,9395966,9398366,first,1
y1_d064_IAQ_YJD,145,10181716,10180166,10182866,first,1
y1_d064_IAQ_YJD,180,77455,76005,78405,first,1
y1_d064_IAQ_YJD,185,270116,269316,271016,first,1
y1_d064_IAQ_YJD,256,2929816,2928216,2930566,first,1
y1_d064_IAQ_YJD,296,4642666,4641166,4643966,first,1
y1_d064_IAQ_YJD,297,4796916,4796366,4797516,first,1
y1_d064_UEX_RZQ,32,9146398,9144148,9147048,first,1
y1_d064_UEX_RZQ,52,10049598,10048248,10050448,first,1
y1_d064_UEX_RZQ,84,11169148,11168198,11171498,first,1
y1_d064_UEX_RZQ,87,11272248,11271298,11273098,first,1
y1_d064_UEX_RZQ,104,11828498,11827898,11829748,first,1
y1_d064_UEX_RZQ,107,53748,53098,55048,first,1
y1_d064_UEX_RZQ,112,237748,237148,238648,first,1
y1_d064_UEX_RZQ,123,730948,729848,731798,first,1
y1_d064_UEX_RZQ,136,1165598,1163348,1166598,first,1
y1_d064_UEX_RZQ,138,1232648,1231848,1233848,first,1
y1_d064_UEX_RZQ,141,1428098,1426848,1428848,first,1
y1_d064_UEX_RZQ,150,1659948,1658648,1660898,first,1
y1_d064_UEX_RZQ,166,2145348,2143848,2146448,first,1
y1_d064_UEX_RZQ,169,2336148,2335348,2336798,first,1
y1_d064_UEX_RZQ,175,2488748,2487548,2489798,first,1
y1_d064_UEX_RZQ,178,2687498,2686348,2688598,first,1
y1_d064_UEX_RZQ,181,2751198,2749948,2751948,first,1
y1_d064_UEX_RZQ,211,3687448,3686498,3688998,first,1
y1_d064_UEX_RZQ,222,4183448,4182798,4184248,second,1
