game_str,play_id,nth_throw,safe,advanced,thr_ts,acq_ts,arr_ts,closest_itsx_ts,E_itsx_ts,E_ft_til_1st_itsx,ft_til_1st,itsx_catch_ts_delta,plane_orientation_polar,plane_orientation_azimuth,ball_norm_x_plane,ball_dis_plane_origin,proj_ball_z,ball_direction_polar,ball_direction_azimuth
y1_d045_VHS_YJD,226,1,False,False,7802976,7801826.0,7803826.0,7803776,7803776.196075804,9.03390487027231,7.5011279339745265,49.80392419639975,179.2891418841436,2.9112733884788042,-0.5849736649369486,3.7831668120157373,3.498762080132806,-0.7580274493677729,-9.251422025926635
y1_d045_VHS_YJD,231,1,False,False,7926326,7925676.0,7927226.0,7927076,7927076.764509744,10.096093269306362,5.815526788982026,149.23549025598913,105.60402793581943,3.0972163844079716,0.6184365058452843,3.686957164568575,3.355200410303874,-78.85602670315392,-8.931853966432202
y1_d045_VHS_YJD,246,1,False,False,8419476,8418826.0,8420526.0,8420426,8420426.237748273,6.929298354078469,4.008161856269209,99.762251727283,131.6794560334224,3.147499284215428,-0.9998523031960941,2.8950070327550916,0.5192676079342841,-44.96509016150925,-8.944663652618512
y1_d045_VHS_YJD,252,1,False,False,8600176,8598476.0,8601376.0,8601276,8601276.166659474,20.439168664523205,18.093304673436528,99.83334052562714,172.05083205325553,2.782229724589314,-0.14118709184025305,4.640492043159738,5.00373028053329,-8.637828763970111,-9.578022791208861
y1_d045_WJU_QEA,40,1,True,False,1725340,1724740.0,1726240.0,1726190,1726190.9727536347,13.0045174566288,11.450390017579512,49.02724636532366,166.49552421492484,3.2975831400713673,0.9361352515078486,4.531872515210774,2.082905114229559,-18.634584877446393,-10.16430217248578
y1_d045_WJU_QEA,61,1,False,False,2478590,2477190.0,2479690.0,2479640,2479640.5990726263,24.977025811104262,23.81514203611995,49.40092737367377,155.8452265938963,1.857970928880576,-0.9435823209427984,4.143793965754507,1.6487353845911321,-25.116592880395267,-10.712984686923486
y1_d045_WJU_QEA,80,1,False,False,3105890,3104790.0,3106640.0,3106540,3106540.385386524,23.61042310781914,21.789917504123565,99.61461347620934,105.83347903511367,4.682187481080547,0.0858299790643796,3.925592652908596,4.596182374036583,-75.41480650029469,-7.810127097676125
y1_d045_WJU_QEA,86,1,False,False,3311040,3310290.0,3311890.0,3311840,3311840.010893714,15.434465418089015,14.125162838773855,49.98910628585145,-176.1806773885851,4.132142203762015,-0.35430256935486487,2.6828033307583454,3.1185170180766937,3.5896852308762695,-10.883473262849567
y1_d045_WJU_QEA,99,1,False,False,3705290,3704040.0,3706040.0,3705940,3705940.853999505,25.48147144395067,23.659012858833965,99.14600049518049,95.37120565758153,2.3361430795330875,0.22047540107934246,6.088236344368348,6.282101991156545,-88.0002501997158,-3.745136437022824
y1_d045_WJU_QEA,102,1,True,False,3784990,3784090.0,3785640.0,3785590,3785590.0575303286,5.336935408214802,3.705237311208903,49.9424696713686,139.82616546775478,3.9513533152762648,-0.3444913359514061,1.0440504922316756,1.5671610896070742,-38.570663811527965,-9.38273363185398
y1_d045_WJU_QEA,108,1,False,False,3966490,3964390.0,3967040.0,3966990,3966990.406517779,21.750712208761968,20.516913165953422,49.59348222101107,140.60543168679868,3.5430131674594634,0.18563970687126552,4.1500018063185085,4.598597126779463,-40.36346042676443,-4.196072160513207
y1_d045_WJU_QEA,110,1,False,False,4043440,4042290.0,4044390.0,4044340,4044340.704379164,17.63409965200943,16.437402013253863,49.29562083585188,109.3600557934929,2.9992251237933942,0.6224335654279315,4.033191742999794,3.59983200314645,-74.07798694889307,-9.11828513751754
y1_d045_WJU_QEA,115,1,False,False,4247940,4247040.0,4248640.0,4248240,4248240.720303811,48.971424707535114,39.68473952628964,399.2796961888671,65.85718511901831,4.2894441527760705,0.580753644794412,7.366986136738469,6.620195789101972,-129.3145758877448,8.526754133012767
y1_d045_WJU_QEA,145,1,False,False,5264690,5263440.0,5265490.0,5265390,5265390.8216689825,18.92449754290804,16.76408534616206,99.1783310174942,81.38830843106854,2.6765964699772837,0.4038490470258879,4.386691919948373,4.408067828888687,-101.5103541471991,-5.88474922152549
y1_d045_WJU_QEA,173,1,False,False,6312640,6311840.0,6313540.0,6313440,6313440.0530247465,26.771943926066317,24.727309783850604,99.9469752535224,129.0093947492643,4.606838251431611,0.19875556251880988,6.208494817440188,6.751889775582825,-51.9814862011245,-8.881490539997285
y1_d045_WJU_QEA,187,1,False,False,6827240,6825990.0,6828690.0,6828640,6828640.435913571,17.943089037027192,16.711052337573065,49.56408642884344,165.45184814939807,1.6703929865890927,0.205162314052319,5.991558212527519,6.110916303711751,-17.83412096826776,-11.245824284315368
y1_d045_WJU_QEA,226,1,False,False,8272240,8271390.0,8273240.0,8273140,8273140.826405961,13.476517422147051,10.643015494820707,99.17359403893352,156.4675581057279,3.111805555221082,0.446846120035153,6.3415003861579935,6.129077829896979,-27.84617068956103,-8.172506695635827
y1_d045_WJU_QEA,234,1,False,False,8535640,8534140.0,8536540.0,8536440,8536440.507816102,17.240585135500083,14.83644154996941,99.49218389764428,121.01344348211529,2.973410604323817,0.19313326061474884,3.492803780974347,3.866068344524778,-60.95807575350519,-7.754789158843817
y1_d045_WJU_QEA,255,1,False,False,9271140,9269690.0,9271840.0,9271740,9271740.732999297,18.995585917614648,17.064464306810102,99.2670007031411,101.22669808183412,3.2998582677813317,0.14176338409742503,4.046639607993879,4.49142357864423,-79.50159119595638,-6.126608979092382
y1_d045_WJU_QEA,272,1,False,False,9822290,9821040.0,9823390.0,9823340,9823340.50745846,22.50722901251112,21.286528186596865,49.492541540414095,146.86931441649114,1.7333444196423784,-0.1420027616981651,6.2384534210269,6.431104149140099,-33.36810010142211,-7.772325390405869
y1_d045_WJU_QEA,276,1,False,False,9896890,9896190.0,9897840.0,9897740,9897740.81783811,13.046942420440455,10.00937710819944,99.1821618899703,155.1293512099444,1.9259977938093584,0.03647474718808972,3.8836784948598173,4.166339369286593,-26.03342565951393,-7.850084529984878
y1_d046_MHY_RZQ,18,1,False,False,561219,559669.0,562569.0,562469,562469.3840470182,25.708898866207623,23.57479644119465,99.61595298175234,149.07745974765612,2.3292117536364856,0.5026143381444301,1.8418038039557811,1.9385271304944836,-32.917911950016,-13.076873881003785
y1_d046_MHY_RZQ,43,2,False,False,1302619,1301969.0,1303569.0,1303519,1303519.0999462658,19.034909483818154,17.877990658565214,49.900053734192625,133.71748982617646,3.7131897736865653,0.8810960962325849,5.72730933563969,3.2568483085622235,-52.98352108483596,-10.700141531695667
y1_d046_MHY_RZQ,72,1,False,False,2198119,2196419.0,2198719.0,2198569,2198569.000493537,21.864316821307067,17.737771383855932,149.99950646283105,94.14318772293757,5.394430823604239,0.6056374773597802,7.08635165875953,6.417956751199152,-94.72749863952714,0.2746216794518377
y1_d046_MHY_RZQ,84,1,False,False,2660369,2659169.0,2661269.0,2661169,2661169.900650631,27.200366326793343,25.349917304685352,99.09934936882928,144.20502244124873,4.193287162334656,-0.8873940436537754,1.8313567774395572,1.4673862285126396,-35.17849600301317,-11.711297991315416
y1_d046_MHY_RZQ,86,1,False,False,2825769,2824969.0,2826969.0,2826919,2826919.2817039657,9.553243072327994,8.027003247142952,49.718296034261584,161.85350741126166,2.6121451923897894,0.03476754756145668,5.292753731951312,5.673835036552815,-20.87271673224035,-9.366668734758472
y1_d046_MHY_RZQ,141,1,False,False,4386069,4384619.0,4387119.0,4387019,4387019.345603505,24.64589030185125,22.236243304408507,99.65439649485052,173.8976766245596,2.4949835513735934,-0.2541936299818604,5.941533012779885,6.113232330730807,-7.145483651512882,-6.805622468553487
y1_d046_MHY_RZQ,184,1,True,False,5894369,5893719.0,5896169.0,5894719,5894719.3834707495,4.036222436519202,-28.670778036267077,1449.6165292505175,130.2353039501894,9.666999981741156,0.7728167962865522,4.885298934885959,4.492476795636289,-56.219236906120436,-10.077335679338686
y1_d046_MHY_RZQ,186,2,False,False,5967119,5966569.0,5968119.0,5968019,5968019.631080639,16.772455330537664,14.463513433571624,99.36891936138272,136.22700413986547,2.1610133777954275,-0.7301146402733902,0.839671999554309,0.8958564758758306,-47.3872282624408,-11.455621495774619
y1_d046_MHY_RZQ,212,1,False,False,7026269,7025619.0,7027069.0,7027019,7027019.081711758,12.927303872488425,11.569183956818854,49.91828824207187,-164.30636188784783,2.6567786901351553,-0.8294071424586191,1.0854271055328617,1.002148956736896,13.358817201367149,-11.362812730812466
y1_d046_MHY_RZQ,246,2,False,False,8258719,8258119.0,8259569.0,8259469,8259469.741065294,5.1009548164703435,2.452597648336933,99.25893470644951,135.3042555971606,3.4884741133109856,0.6107731919660788,4.743635078014725,4.269476659830716,-50.65295026148313,-6.818282677519828
y1_d046_MHY_RZQ,264,1,False,False,8868269,8868069.0,8868769.0,8868469,8868469.404223612,25.937165899246594,17.64337262856753,299.59577638842165,105.43530158490728,0.44868178526334646,0.9998983120287958,1.5372877509765426,0.08889564085695972,-87.96607081118204,-0.24692371847885733
y1_d046_VHS_YJD,9,1,False,False,7581889,7581239.0,7582689.0,7582589,7582589.366709351,28.52912501328366,25.86157977155193,99.63329064939171,134.42701621545388,3.4452399519818186,0.39669144868804795,4.217074378416391,4.378033520570749,-42.689296260678226,-9.083173539764006
y1_d046_VHS_YJD,38,1,False,False,84689,83689.0,85639.0,85539,85539.77442436035,13.925447627002436,10.875936468543545,99.22557563964801,112.09066644579963,2.7292051621629128,0.7260891021022463,4.799832879463969,3.70385640163255,-67.76268529988653,-7.119942812277605
y1_d046_VHS_YJD,49,1,False,False,431689,430539.0,432489.0,432439,432439.2139535292,15.271781841361728,13.775569246155229,49.78604647080647,166.55712258872478,2.527605333457558,0.2647992420929768,3.1635515070308706,3.424826887796922,-16.41613952953016,-7.015113852403338
y1_d046_VHS_YJD,87,1,False,False,1436089,1434489.0,1437189.0,1437139,1437139.1669891283,19.7995105710601,18.471323958658857,49.83301087166183,166.97157180435568,2.4182008949165095,0.5798662180091297,5.903681542855147,5.166370641600281,-18.83778200540293,-13.056932657916567
y1_d046_VHS_YJD,107,1,False,False,2200189,2199489.0,2201039.0,2200939,2200939.889062206,29.74403614269587,27.366656555307515,99.1109377942048,109.83416449747529,3.1058709307576464,0.4685702486756685,3.781374250729614,3.799041746833746,-69.41657731264284,-7.695024113444479
y1_d046_VHS_YJD,116,1,False,False,2383139,2380739.0,2384039.0,2383789,2383789.669236427,25.495028956526664,18.594148406550968,249.33076357282698,-168.99113253635568,3.6352706759400064,-0.008163136344517274,6.783596846411385,7.311991315058606,18.188784839205827,-7.886029978433598
y1_d046_VHS_YJD,134,1,False,False,3179339,3178639.0,3180489.0,3180489,,,18.24922171868816,,143.16724887087457,2.61220729382606,0.8406933733340697,1.4137937715443487,1.154576617783007,,
y1_d046_VHS_YJD,143,1,False,False,3462239,3460689.0,3463189.0,3463089,3463089.803160437,22.45558584216277,20.07886051500835,99.1968395630829,133.06242857467095,2.204785766798267,0.32011552925672604,6.427064371952182,6.4133802071453765,-45.0623927658945,-5.494829861124463
y1_d046_VHS_YJD,170,1,False,False,4327639,4326789.0,4329039.0,4328939,4328939.490565585,16.67958612171905,13.786387979907389,99.5094344150275,174.58420111417297,2.008663506645888,-0.5556203512405606,7.803337714504738,6.783760117550375,-0.2635439315630186,-13.427464406964924
y1_d046_VHS_YJD,185,1,False,False,4874339,4873739.0,4875039.0,4874939,4874939.319954696,10.411566035140456,7.35772667874989,99.68004530388862,-150.19080575885312,2.877487022121528,-0.41453119542515465,5.063927998197809,5.031881058580152,31.664843536046632,-3.1893308156680757
y1_d046_VHS_YJD,188,1,False,False,4949889,4948039.0,4950539.0,4950389,4950389.785995037,32.099747921306246,28.53720112088371,149.21400496270508,136.56267724796112,5.454615770123638,0.6046346894572028,4.274462984522921,4.202181417346382,-47.99713986738596,0.5462761517582191
y1_d046_VHS_YJD,194,1,False,False,5089939,5089039.0,5091139.0,5091039,5091039.546891896,26.952979281739573,24.70482378820886,99.45310810394585,145.00865815579692,1.9957793365372822,0.4399103795555548,8.13222076723638,7.59649096160997,-36.0158050566196,-7.30817817371025
y1_d046_WJU_QEA,5,1,False,False,115908,115258.0,116908.0,116808,116808.58753068688,4.74156602137694,1.7097112640223349,99.41246931311616,172.66958559897046,2.0801766694908963,-0.13403736543736522,2.7542586627781245,3.038044140903298,-9.723558618981478,-9.494087645945159
y1_d046_WJU_QEA,59,1,True,False,2169008,2168308.0,2170558.0,2170508,2170508.599008535,5.111298926105645,3.6706597896088646,49.400991464965045,-179.73798229752126,2.789067444698617,0.1616316110464604,3.808911563933778,4.170533306858957,-1.9948302620834821,-17.010913259292455
y1_d046_WJU_QEA,73,1,False,False,2583758,2582158.0,2584758.0,2584708,2584708.291685159,15.200743966260864,14.063220284741911,49.70831484114751,174.34751151859098,2.662129864523962,0.06518941824736678,1.5361128978986465,1.9284218215425168,-8.07465922975856,-9.441913945457019
y1_d046_WJU_QEA,111,1,False,False,3792308,3790458.0,3792858.0,3792808,3792808.137609008,22.264153987766168,21.069941379519413,49.86239099223167,95.83842513146482,4.295572020163689,0.24224867767680633,2.658121943139673,3.2122986297785374,-84.1746721417953,-7.331987104441901
y1_d046_WJU_QEA,139,1,False,False,4896308,4893708.0,4897108.0,4896958,4896958.0721164625,38.46428881301937,35.7424777998184,149.9278835374862,-173.03009118690417,7.293050743060149,-0.19130154381930464,5.0385960566780215,5.991219081841877,9.277651999264634,-13.871098376195846
y1_d046_WJU_QEA,153,1,False,False,5310008,5308508.0,5311108.0,5311008,5311008.939509152,27.70678067954244,25.25933692601536,99.06049084756523,172.1392887102885,2.56077854065245,0.2984230107049958,2.165988066018155,2.447345338273171,-9.71443516455711,-9.842416690831993
y1_d046_WJU_QEA,177,1,False,False,6316158,6314858.0,6316708.0,6316658,6316658.248071433,18.701799158980393,17.5143963516791,49.75192856695503,91.80803912230806,4.561725534935135,0.24598691431031672,3.16447274960682,3.7377274443176707,-88.05965140084267,-5.655306115326083
y1_d046_WJU_QEA,186,1,False,False,6570158,6567808.0,6571408.0,6571158,6571158.405363486,38.605607449507005,34.84091665380556,249.59463651385158,-172.73382245454425,7.3715737690104675,0.08001865819809173,6.50250787748896,7.525400092478713,5.6769852132297505,-19.953039258815892
y1_d046_WJU_QEA,203,1,False,False,7081908,7081058.0,7082858.0,7082758,7082758.161994196,18.510021651229756,16.613259469734967,99.83800580445677,108.58355558610879,3.0215112144092586,0.521545442777981,6.852551644980422,6.28943915568431,-75.85996245070403,-10.506990976120878
y1_d046_WJU_QEA,233,1,False,False,8249558,8248458.0,8250308.0,8250208,8250208.874955779,19.94243518411273,16.935912293990384,99.12504422105849,82.22351693572017,3.453080556468933,0.27270569253814925,5.109750365510466,5.422278796733776,-100.33842531563013,-7.003567011329582
y1_d046_WJU_QEA,255,1,False,False,9037658,9037008.0,9038858.0,9038758,9038758.32358972,14.132951215533797,11.35577913025674,99.67641028016806,161.6477891797714,2.550557027314767,-0.6534454632788839,5.392624711021122,4.458624086888947,-19.679825141659137,-10.463661058342502
y1_d046_WJU_QEA,268,1,False,False,9510758,9509208.0,9511508.0,9511408,9511408.700432561,35.38075677199304,33.65615924192748,99.29956743866205,108.95220806569307,3.8135286279765808,0.5523541063749581,3.944327151541652,3.849570136218389,-72.79325252732217,-6.665957809810516
y1_d046_WJU_QEA,285,2,False,False,10047358,10046808.0,10048358.0,10048258,10048258.63226632,17.14045864548196,14.598853671490724,99.36773367971182,136.0484524770323,2.926853761639933,0.6734765805719806,5.422797500209656,4.440047978974362,-48.2757836934721,-9.363548053503207
y1_d046_WJU_QEA,296,1,False,False,10563658,10562408.0,10565008.0,10564858,10564858.886910833,24.654881417144075,21.39747324056503,149.11308916658163,162.3447744483766,2.077722507675844,-0.47176308343344797,3.9407713860122815,3.7824653551609417,-18.81407065518286,-10.773113743788011
y1_d046_WJU_QEA,299,1,False,False,10755358,10754558.0,10755958.0,10755858,10755858.225649185,10.263773136580854,7.608466743358637,99.77435081452131,140.89621397430062,6.014449864926917,0.6398033230489935,2.798594695138298,3.035112405483403,-40.33586370176839,-9.602661757356795
y1_d047_MHY_RZQ,66,1,False,False,2193104,2192279.0,2194325.0,2194259,2194259.853592448,20.771584445995128,19.318367171842223,65.14640755206347,162.62605765166234,2.5641520262113886,0.1251792606054505,3.938551874300562,4.286280134372653,-20.99305706392047,-13.037394696189184
y1_d047_MHY_RZQ,68,1,True,False,2244551,2244353.0,2247620.0,2246036,2246036.5172184007,,-42.537636990082106,1583.4827815992758,145.5293102642259,4.58515873745597,0.9999340852471814,17.944385329302744,0.4783226576132074,-55.686091932262755,48.80783978889259
y1_d047_MHY_RZQ,79,1,False,False,2633523,2631807.0,2634876.0,2634810,2634810.310083656,20.40117835817317,18.454989792013453,65.68991634389386,136.15000304297098,2.0257684696905187,-0.8118188005711122,3.9099383226271884,2.5839446009568006,-44.99522654508209,-14.566661519211436
y1_d047_MHY_RZQ,146,1,False,False,4971641,4970123.0,4972268.0,4972202,4972202.579405533,14.712473122351655,12.727424864402412,65.42059446685016,-165.41653726884428,5.231583920647807,-0.0770675291083741,2.1869180344208123,2.9511597956873232,15.822180808704587,-6.14211695018164
y1_d047_MHY_RZQ,159,1,False,False,5484923,5484461.0,5485550.0,5485484,5485484.4811512,7.627030002517874,5.522148185467734,65.51884880010039,127.66830296395142,2.69462629699305,0.4318193720170661,6.317667316526556,6.094059264183332,-56.85535727380512,-1.5612675566864942
y1_d047_MHY_RZQ,197,1,False,False,6736219,6734965.0,6737242.0,6737209,6737209.260848234,4.457782349353548,3.380675298644268,32.739151765592396,111.32241781183495,2.4070984590886155,-0.31295021234724285,5.027511396793077,5.129963487557739,-70.01277342269272,-8.412516785505147
y1_d047_MHY_RZQ,202,1,False,False,6970057,6969265.0,6971311.0,6971278,6971278.234212554,14.296347821923154,13.380155134115707,32.76578744594008,113.91712039278832,2.661517492021602,0.4558931747397335,5.635425501340754,5.407451933633147,-58.035347778621976,-18.030264325284843
y1_d047_MHY_RZQ,207,1,False,False,7111759,7110307.0,7113013.0,7112947,7112947.355955285,21.827745709685043,20.029645883037773,65.64404471497983,149.51925257538926,2.673637672330159,0.7981925824373047,5.2361861841937065,3.549803815941057,-34.79668344546847,-10.838768034156754
y1_d047_MHY_RZQ,211,1,False,False,7382425,7380841.0,7383382.0,7383349,7383349.181819373,11.091881947617317,10.043318233696397,32.81818062718958,126.33395333853264,2.1542700708812674,0.16521851145333458,7.1779950378379365,7.395834420290214,-56.39947311155793,-6.148417581564046
y1_d047_MHY_RZQ,256,1,False,False,8834889,8833668.0,8835516.0,8835450,8835450.278008755,15.143755928878917,13.300605621232236,65.72199124470353,144.97828599168292,4.626557715130701,0.08788154340383754,4.420843606093129,5.0792415354983085,-38.18993276563356,-4.947635408532332
y1_d047_MHY_RZQ,271,1,False,False,9391962,9390675.0,9392754.0,9392688,9392688.96433807,18.689790269077694,16.84808963176702,65.03566193021834,99.6684386802624,2.682002517135288,0.4780400578860672,4.274436574652137,4.150481517882586,-85.25622642316453,-7.002676668906544
y1_d047_VHS_YJD,26,1,False,False,812161,810711.0,812811.0,812661,812661.8266028742,21.397246424808667,17.729922498584756,149.1733971257927,78.19100395520388,4.886008240155178,0.30875026479720064,3.8202696700666756,4.348865324996491,-108.03368856196684,-5.6816481114684
y1_d047_VHS_YJD,54,1,False,False,1828511,1827661.0,1829311.0,1829161,1829161.3334230648,14.598688357537746,10.14302028984369,149.6665769352112,-151.3748382455934,5.001106966832253,-0.3124082032649608,6.860597258797923,7.237962326016204,33.93590697990563,-6.952067797233668
y1_d047_VHS_YJD,58,1,False,False,1945411,1943961.0,1946511.0,1946411,1946411.8117015853,16.275845601169472,14.092494505483035,99.18829841469415,150.2999746370321,2.2157463585879213,-0.9438881204338585,10.982531517185853,3.9550978653333697,-20.15348134661366,-9.634821972579916
y1_d047_VHS_YJD,96,2,True,False,3360411,3359761.0,3361161.0,3361061,3361061.94823387,-1.0564102896170122,-3.9026659689334178,99.05176613014191,131.42801703618295,2.562166879911217,-0.5837033155070421,4.896601326117923,4.354228880403944,-45.904861685485216,-6.097190363181818
y1_d047_VHS_YJD,98,1,False,False,3435761,3434961.0,3436761.0,3436661,3436661.53438863,8.083267758581682,5.175524441330088,99.46561136981472,177.66138628280487,2.8539557786600653,-0.8357546761381766,4.990499071222638,3.1627304018161033,-1.040566009706224,-8.197846167773552
y1_d047_VHS_YJD,133,1,False,False,4793461,4792861.0,4794311.0,4794211,4794211.824485878,13.776565837793639,10.8226913279202,99.17551412153989,133.8620254128753,1.9186655284702567,0.1572654252343088,4.400272385481982,4.629424623038837,-48.6844140006604,-7.261059802158921
y1_d047_VHS_YJD,150,1,False,False,5365861,5365211.0,5366711.0,5366611,5366611.575872644,18.0893879467054,15.353831581763606,99.42412735614926,150.0454639075001,4.230141209321715,0.3523424038462492,2.5180029831331243,2.980962432160451,-29.517442752791393,-9.89489023402257
y1_d047_VHS_YJD,153,1,False,False,5553511,5552161.0,5554511.0,5554411,5554411.087109534,16.382271474777376,13.92045542562035,99.9128904659301,144.72656155650373,2.28196096258651,-0.17039557935891833,4.389367988028977,4.66228287495039,-37.49475490352437,-7.984060304298977
y1_d047_VHS_YJD,174,1,False,False,6516461,6514961.0,6517511.0,6517461,6517461.563584817,8.555653111088924,6.9542515494048445,49.436415183357894,163.50870559819356,2.5551316894380136,0.672142794777534,4.913355290814357,4.015612885927654,-20.306857437875255,-8.556024253613085
y1_d047_VHS_YJD,188,1,False,False,7027611,7026511.0,7028661.0,7028561,7028561.40733288,15.810956698288464,12.933405069762054,99.59266711957753,146.52439594369633,2.7784649713384795,-0.309106401549239,4.837019276286052,5.009306662765902,-35.14404490896886,-8.62922251509907
y1_d047_VHS_YJD,190,1,False,False,7102161,7100711.0,7103361.0,7103261,7103261.545589108,18.080966131725,15.38946976353541,99.45441089197993,166.65937781017328,2.7351832599140664,-0.09604171162871619,7.692082260032983,8.055924686466534,-13.649752147939376,-9.09758802403747
y1_d047_VHS_YJD,195,1,True,False,7344611,7343911.0,7345461.0,7345361,7345361.05319975,6.277346418834584,3.406767538870058,99.94680024962872,87.01348068273762,2.860533513367187,0.9979230174577455,1.657441522289896,0.5334474358831083,-99.879547897268,-11.37149479193485
y1_d047_VHS_YJD,206,1,False,False,7625761,7623961.0,7626661.0,7626561,7626561.5201779585,29.475516824433562,27.042730938845946,99.47982204146683,136.0457510653784,2.884471281128839,-0.0024624242090807826,3.385578357987524,3.8116591260930877,-46.46979367656438,-6.396394649062901
y1_d047_VHS_YJD,258,1,False,False,9449161,9448411.0,9450411.0,9450311,9450311.402863938,19.20583358017144,16.471131006716465,99.5971360616386,143.8140150582933,2.8848024015951523,0.5832856320461776,7.3492449468312655,6.39241485325801,-40.71695591512457,-9.357611598034831
y1_d047_VHS_YJD,261,1,False,False,9517211,9515661.0,9518111.0,9518061,9518061.16237548,10.572610835138592,9.109513018461431,49.8376245200634,160.72182789659223,2.53262292722863,0.8322777464872226,5.299690101071957,3.3129796192287437,-23.37268281294692,-9.88096427514811
y1_d047_VHS_YJD,271,2,True,True,9882911,9882311.0,9883911.0,9883811,9883811.428712195,5.6064124687713965,3.186362355174209,99.57128780521452,135.82138472955057,2.920127269278879,-0.9267385130126351,3.2911609298754145,1.6706024688227152,-67.63259910523698,11.716377053601773
y1_d048_MHY_RZQ,38,1,False,False,1314006,1313056.0,1314906.0,1314806,1314806.839253995,26.257390606988732,24.159220195845325,99.1607460048981,109.9844892094203,2.9261087663292926,0.47259579062716867,4.939106206596662,4.783644639947686,-71.44132845580515,-8.525309807612029
y1_d048_MHY_RZQ,56,1,False,False,1920756,1919606.0,1921756.0,1921706,1921706.136561989,19.678782611746918,18.632332172735037,49.86343801091425,148.23984060886818,2.4832537086489594,-0.7653454014565017,3.3792855480076636,2.543489435811661,-33.9032961105338,-11.012841043901268
y1_d048_MHY_RZQ,79,1,False,False,2744706,2743956.0,2745706.0,2745656,2745656.195628,13.747022698417604,12.45568372839242,49.80437200004235,74.38402297332482,1.675958642788487,0.13352256122470593,4.471259791004448,4.679460612350407,-109.7546330397337,-10.470988369473591
y1_d048_MHY_RZQ,102,1,False,False,3435987,3434037.0,3437137.0,3437037,3437037.525588465,14.99718692395992,12.782154929266254,99.4744115350768,157.41386543940905,2.1520209268512644,-0.9914066733013304,1.9169677804581744,0.07056153399481893,-25.18072566967464,-11.002105807740735
y1_d048_MHY_RZQ,123,1,True,False,4341287,4340087.0,4342587.0,4342487,4342487.260241221,18.692425968754634,16.393490682142183,99.73975877929479,152.7707393187443,1.8563230171394594,-0.7122797750559149,9.32850977886474,6.821247455487914,-24.804388029034254,-8.029483369106066
y1_d048_MHY_RZQ,141,1,False,False,4894037,4892437.0,4895037.0,4894937,4894937.930183052,20.057949791415034,17.506547466407934,99.06981694791466,170.80325412796378,3.0559919551475048,-0.5024495122633447,4.452044430361924,4.29974154675982,-8.92115637974633,-6.243555898492445
y1_d048_MHY_RZQ,180,1,False,False,6105287,6104337.0,6106087.0,6105987,6105987.729202232,24.186221757324905,21.953471302612016,99.27079776767641,97.11168715255565,2.664836613651971,-0.23185721847143562,4.906898559348299,5.165657232547618,-82.47350971829952,-6.51845684769207
y1_d048_MHY_RZQ,196,1,False,False,6719237,6718287.0,6720337.0,6720237,6720237.652514844,11.28529554836621,8.371293538902686,99.3474851557985,133.0850652043689,2.8597648288967434,0.8765309809906012,4.638532954753272,2.6566533164661332,-52.162675957294084,-11.642518284928133
y1_d048_MHY_RZQ,201,1,False,False,6863537,6861487.0,6864787.0,6864737,6864737.803655052,31.26542701819869,30.39102296912049,49.196344948373735,143.26942530711204,2.2696542714457166,-0.6983058234427998,3.2778089481560255,2.6831140547409444,-37.71203957360148,-11.562121370613271
y1_d048_MHY_RZQ,220,1,False,False,7405487,7404437.0,7406387.0,7406287,7406287.617471138,12.290229568073839,9.494108396748802,99.38252886198461,177.6400434987189,2.887273582998091,-0.6018176991049025,5.303196427267181,4.6607320638061065,-1.7898024942302435,-5.834599982545064
y1_d048_MHY_RZQ,227,1,False,False,7689187,7687237.0,7690487.0,7690437,7690437.26152474,18.52960932541034,17.19980454472921,49.738475260324776,147.65084617338198,2.397883907503285,-0.9704740262981653,0.7682993949765775,0.542981260409642,-32.093408054740216,10.88871280753825
y1_d048_MHY_RZQ,228,1,False,False,7735037,7733787.0,7735887.0,7735787,7735787.814481309,25.070410604264918,22.861184277621188,99.18551869131625,137.26627721626699,2.937727592821176,0.44599892411128234,3.4282669624472253,3.5027010357145185,-45.68552321619808,-7.687340862741866
y1_d048_MHY_RZQ,237,1,False,False,8080187,8079487.0,8081137.0,8081087,8081087.125392537,12.999907343372817,11.465875656087492,49.87460746336728,138.78947665921555,2.16185362107899,0.9549246658995688,3.5021844707967555,1.361498653515142,-45.32989452726957,-11.175140514409733
y1_d048_MHY_RZQ,248,1,False,False,8436687,8435337.0,8437687.0,8437587,8437587.798562212,15.57877034593344,12.627298544186395,99.20143778808415,132.386880811127,2.1012798559369514,-0.2205314316003936,4.293827234490456,4.498882192945905,-49.78430675085848,-7.603771165632641
y1_d048_MHY_RZQ,256,1,False,False,8710137,8708737.0,8711187.0,8711087,8711087.338808006,20.952462754227717,18.44565598250179,99.66119199432433,160.95593040700714,2.822198903477073,-0.9783549362336628,2.4968325728630587,0.9371491410562429,-19.69763920751944,-8.580083425155467
y1_d048_MHY_RZQ,261,2,True,False,8971687,8970987.0,8972487.0,8972387,8972387.974516815,2.5772335538918516,-0.3066037225311083,99.0254831854254,133.6618455593897,3.1697464556919783,-0.6147829692016225,3.9036230078303147,3.546966654729516,-46.32574994151753,-7.928046880544309
