game_str,play_id,throw_ts,player_position,thrower_id,trans_ms,ball_rel_x_adj,ball_rel_y_adj,ball_rel_z_adj,throw_mph
y1_d058_KJH_RZQ,198,7107769,7,KJH-1482,950,-118.2165,279.5814,4.68774,81.86719226188211
y1_d058_KJH_RZQ,200,7213369,4,KJH-2558,550,5.595646560181779,86.5946920067692,5.18679,80.00156195434303
y1_d058_KJH_RZQ,221,7954119,8,RZQ-0274,1600,-46.8045,250.9527,4.58916,49.59385280671962
y1_d058_KJH_RZQ,224,8190669,7,RZQ-0059,850,-167.9295,249.5487,4.94253,81.81053838669173
y1_d058_KJH_RZQ,244,8811719,8,RZQ-0274,1400,-59.0540268787921,360.0581859345446,5.95029,72.91691125217199
y1_d058_KJH_RZQ,248,8942919,9,RZQ-0400,1200,86.39407772841909,236.84796245964029,6.16653,87.60835630216917
y1_d058_KJH_RZQ,253,9095919,9,RZQ-0400,1350,59.64469244717057,349.968746556257,7.33089,72.63914670094469
y1_d058_KJH_RZQ,261,9479769,9,RZQ-0400,1550,138.4839,301.122,5.30454,66.45112219403254
y1_d058_KJH_RZQ,262,9525669,2,RZQ-0239,650,0.27390899999999996,-1.644579,6.1128,80.5354193302021
y1_d058_KJH_RZQ,268,9754819,8,RZQ-0274,1650,-56.2122,345.678,5.20974,72.5158854855482
y1_d058_KJH_RZQ,288,10434619,1,KJH-2329,2200,21.47799,59.1879,6.45417,32.47965730926311
y1_d058_KJH_RZQ,300,10850269,3,RZQ-0333,350,36.5589,80.4126,-0.0168,9.407765275938358
y1_d058_KJH_RZQ,308,11053619,7,RZQ-0059,1000,-92.97330680717195,340.9098154428175,5.41116,74.91085388553321
y1_d058_KJH_RZQ,326,11730719,8,KJH-1782,800,-55.317705546565946,348.8343721477752,5.67891,66.58504179917053
y1_d058_KJH_RZQ,329,11822069,7,KJH-1482,2150,-94.6335961740784,212.0522297774129,4.95363,73.55853618195839
y1_d058_KJH_RZQ,336,12067719,7,KJH-1482,850,-194.74688499285958,189.5952783741763,5.08467,73.05805065195274
y1_d058_KJH_RZQ,337,12118569,4,KJH-2558,650,11.501689024759326,148.8498106860113,3.49776,61.04777567096007
y1_d058_KJH_RZQ,338,12163819,6,KJH-1629,1200,-37.4127,124.488,3.82881,76.35386963224849
y1_d058_KJH_RZQ,339,12202569,4,KJH-2558,750,93.6906,248.9025,5.22261,72.21484686669675
y1_d058_KJH_RZQ,340,12248969,9,KJH-1357,1550,131.60395338763735,237.66028749839128,5.42892,67.82403940323024
y1_d058_OXG_QEA,1,6638388,4,QEA-0365,800,3.20154,142.8366,1.721292,18.42945362437416
y1_d058_OXG_QEA,5,6898838,9,OXG-0134,950,99.29853809654622,363.19384214138637,5.91975,67.73400440929207
y1_d058_OXG_QEA,14,7279788,6,QEA-0027,1600,-56.4861,108.3687,6.02625,76.87271205528941
y1_d058_OXG_QEA,23,7598338,7,QEA-0424,1050,-54.6027,221.103,6.7473,44.554615973939896
y1_d058_OXG_QEA,29,7729788,7,QEA-0424,1350,-130.5876,335.244,5.41764,69.47077791479191
y1_d058_OXG_QEA,35,7896688,6,QEA-0027,1150,-6.406337602397714,139.5374311660691,4.28562,71.95374556460587
y1_d058_OXG_QEA,37,8057538,4,OXG-0118,1150,62.285437636326236,123.55614284043239,4.68183,60.359779949297604
y1_d058_OXG_QEA,42,8160788,4,OXG-0118,600,30.6813,121.7958,3.83709,64.43289145307727
y1_d058_OXG_QEA,51,8480488,9,QEA-0252,2550,30.5127,224.8164,6.17658,38.28768879177271
y1_d058_OXG_QEA,57,8622388,8,QEA-0235,3150,40.8942,240.5931,6.76545,46.5207947055041
y1_d058_OXG_QEA,61,8712138,1,QEA-0212,950,4.7451,56.3067,4.63863,69.49038051965111
y1_d058_OXG_QEA,61,8713438,6,QEA-0027,550,2.055714,124.8975,5.29236,69.92386818393322
y1_d058_OXG_QEA,65,8951438,8,OXG-0085,2000,-37.5603,344.331,6.22368,61.38851037499645
y1_d058_OXG_QEA,69,9048088,8,OXG-0085,2200,-85.8311697820717,319.4288234726411,7.9602,55.32854440624594
y1_d058_OXG_QEA,73,9296138,9,QEA-0252,7550,40.02109876529973,368.396626111436,8.12301,61.267514470277916
y1_d058_OXG_QEA,82,9545338,7,QEA-0424,1200,-116.08440511963178,233.1295039893104,5.10072,45.13044843267797
y1_d058_OXG_QEA,88,9659638,9,QEA-0252,1200,16.56123,333.801,5.66001,83.51960551030133
y1_d058_OXG_QEA,91,9749138,4,QEA-0365,850,-3.3281383085066656,149.29191745781264,3.39678,69.29536769531146
y1_d058_OXG_QEA,94,9942788,6,OXG-0261,1450,-46.56,131.8266,5.3634,85.83962980402266
y1_d058_OXG_QEA,98,10041538,9,OXG-0134,800,230.8188097703226,244.2731343944654,6.9351,71.21897800251847
y1_d058_OXG_QEA,98,10044238,4,OXG-0118,550,66.9954,150.3396,5.47716,79.47483572439259
y1_d058_OXG_QEA,102,10180438,6,OXG-0261,450,-107.6595,148.2441,2.512269,59.79273467195149
y1_d058_OXG_QEA,107,10332738,6,OXG-0261,700,-22.72848,141.3522,4.39152,80.6960579070229
y1_d058_OXG_QEA,108,10369338,1,OXG-0052,900,20.55183,35.3037,6.91965,38.76080271714471
y1_d058_OXG_QEA,112,77838,6,QEA-0027,800,-55.3449,119.8839,5.15652,74.74367765895842
y1_d058_OXG_QEA,114,128788,8,QEA-0235,1300,32.7759,259.0437,5.93526,53.87608440450449
y1_d058_OXG_QEA,139,858088,9,OXG-0134,1250,227.34774667352838,217.72345345283549,2.630625,79.34296264726761
y1_d058_OXG_QEA,140,897588,2,OXG-0086,500,-1.7690726819195626,-3.0988370364248268,5.55492,75.74224737017713
y1_d058_OXG_QEA,143,959188,8,OXG-0085,1400,74.6025,287.0598,5.91702,81.42777831966094
y1_d058_OXG_QEA,155,1286988,9,OXG-0134,1250,137.8563,235.1145,4.98828,51.40131428740177
y1_d058_OXG_QEA,164,1466088,8,OXG-0085,1900,-18.68655,282.1182,5.44266,54.93372641262132
y1_d058_OXG_QEA,171,1731588,3,QEA-0263,1300,68.3238,101.8083,2.040735,36.186770294097286
y1_d058_OXG_QEA,176,1831338,9,QEA-0252,1550,48.6444,259.7928,5.81436,58.7618655820422
y1_d058_OXG_QEA,183,1997088,9,QEA-0252,2800,83.4447,199.7367,5.28192,56.046404901636706
y1_d058_OXG_QEA,191,2285338,6,QEA-0027,900,-71.60640809302222,113.20503396191964,5.37618,57.43639735006296
y1_d058_OXG_QEA,203,2604438,9,QEA-0252,2150,82.28638519582034,241.66511294270455,4.81977,55.68844178860498
y1_d058_OXG_QEA,204,2780888,8,QEA-0235,1500,22.1562,251.874,5.89659,60.73196870669387
y1_d058_OXG_QEA,206,2850188,6,QEA-0027,1550,-3.922243831512247,122.65692580117332,4.27383,71.23159100831349
y1_d058_OXG_QEA,209,3028488,9,OXG-0134,1550,110.331,289.2618,5.98695,54.91423228867055
y1_d058_OXG_QEA,210,3062388,8,OXG-0085,1850,34.7538,274.8351,5.58012,56.387910701639896
y1_d058_OXG_QEA,216,3179538,4,OXG-0118,500,40.0512,101.0862,4.03695,53.27315647639845
y1_d058_OXG_QEA,219,3261538,9,OXG-0134,1800,102.4245,198.9723,5.64987,68.48646381448093
y1_d058_OXG_QEA,233,3734238,4,QEA-0365,400,14.54634,135.8289,1.999887,20.329949632290298
y1_d058_OXG_QEA,233,3735688,6,QEA-0027,800,8.609335045235811,124.90755347295396,5.02149,75.76647858318326
y1_d058_OXG_QEA,242,4074888,7,OXG-0018,2650,-178.68827443984213,267.1288900911601,8.82459,59.19849992909786
y1_d058_OXG_QEA,243,4105138,5,OXG-0079,2200,-62.410341311549914,86.24622968269173,5.81652,72.90312683188787
y1_d058_OXG_QEA,246,4311538,9,QEA-0252,1250,131.75099286079725,194.8314526837027,4.85634,49.97288544723277
y1_d058_OXG_QEA,250,4427138,9,QEA-0252,650,214.35003625988077,275.19740043784464,4.09365,68.71546888212762
y1_d058_OXG_QEA,252,4496538,4,QEA-0365,1350,65.0451,127.8333,3.93453,56.452022418865354
y1_d058_OXG_QEA,280,5394088,7,QEA-0424,1100,-123.55387839489619,354.08265315178113,8.63112,67.73059216829638
y1_d058_OXG_QEA,280,5396738,6,QEA-0027,650,-74.1957,180.2211,5.86872,83.77476845967088
y1_d058_OXG_QEA,289,5638188,4,QEA-0365,1250,13.954736355543028,131.70661354281992,4.98882,65.62326465076227
y1_d058_OXG_QEA,291,5803238,8,OXG-0085,1850,5.55597,290.379,5.64783,54.97677199670482
y1_d058_OXG_QEA,297,5927288,9,OXG-0134,1200,78.7602,333.408,5.75313,69.88901801565798
y1_d058_OXG_QEA,297,5930538,4,OXG-0118,1500,12.88032,192.0147,5.96886,31.360262904449453
y1_d058_OXG_QEA,306,6190588,8,OXG-0085,2050,-12.35397,213.741,6.42639,31.535738952035878
y1_d058_OXG_QEA,314,6525988,8,QEA-0235,1500,5.28927,292.611,6.26742,62.45273131849781
y1_d058_OXG_QEA,315,6570988,7,QEA-0424,2200,-190.179,227.6001,4.56006,52.804460914154554
y1_d058_WZR_YJD,42,1354098,6,YJD-0172,1386,-32.4465,133.3569,5.80014,73.11981601243767
y1_d058_WZR_YJD,48,1479861,8,YJD-0185,1584,-24.00129,252.1848,5.46369,49.062762635200535
y1_d058_WZR_YJD,59,1870417,9,YJD-0340,2277,132.042,208.9554,6.08955,54.112015700527735
y1_d058_WZR_YJD,63,2044525,5,WZR-1285,1485,-51.84693507918328,98.51826297203085,2.288934,67.28134763144469
y1_d058_WZR_YJD,64,2087821,3,WZR-2183,825,63.8373,66.3492,6.0489,71.93020709460525
y1_d058_WZR_YJD,69,2290705,6,WZR-1103,957,-18.330214963822243,144.2692071473753,5.07828,77.33451443675612
y1_d058_WZR_YJD,80,2537578,4,YJD-0060,825,14.267182694279716,144.84600509228153,4.68261,62.80381583703052
y1_d058_WZR_YJD,82,2718550,8,YJD-0185,2079,-12.085361481370033,315.11828221867415,5.0247,50.845219729734644
y1_d058_WZR_YJD,86,2805374,9,WZR-1875,2343,124.0266,183.0285,6.31872,46.95924487832175
y1_d058_WZR_YJD,88,2864147,3,WZR-2183,825,45.9490053582712,80.4884990413017,6.10143,64.84334594209551
y1_d058_WZR_YJD,88,2865467,6,WZR-1103,462,-3.923162598405666,124.01674263136175,5.31276,76.88563838918212
y1_d058_WZR_YJD,89,2914274,4,WZR-1367,1023,58.43355563000913,123.93985887490832,3.47046,67.14124152091946
y1_d058_WZR_YJD,93,3102704,7,WZR-1721,1254,-116.5332,224.6901,5.45652,53.24489189686435
y1_d058_WZR_YJD,96,3192992,7,YJD-0398,1518,-134.7252,188.4612,5.24658,49.195255222329514
y1_d058_WZR_YJD,99,3305060,6,YJD-0172,528,-49.143464997242006,129.6955030899887,2.905854,56.63695154852166
y1_d058_WZR_YJD,99,3306116,4,YJD-0060,363,-3.36766616223769,125.17882982667044,4.36698,67.30465813902406
y1_d058_WZR_YJD,110,3770229,5,WZR-1285,1617,-57.712612134122814,98.25251941338928,3.2961,54.22246838995461
y1_d058_WZR_YJD,133,4554969,8,WZR-1942,1419,26.589452177493843,229.55923654100798,4.83177,49.18178646907679
y1_d058_WZR_YJD,142,4904572,1,WZR-1165,1320,30.5061,52.4898,6.42687,30.555923120737564
y1_d058_WZR_YJD,145,4980505,5,WZR-1285,891,-17.517219001735537,25.14077067666806,4.46787,71.47048092159653
y1_d058_WZR_YJD,150,5111977,8,YJD-0185,1485,42.2883,240.5676,5.49768,35.029938336748906
y1_d058_WZR_YJD,155,5375911,5,YJD-0284,1551,-47.3388,109.7376,2.893065,69.25127752024942
y1_d058_WZR_YJD,157,5429767,5,YJD-0284,2574,-99.9387,90.042,4.87107,35.09777802101575
y1_d058_WZR_YJD,161,5581732,8,WZR-1942,957,56.85490393081687,284.0325448847889,6.01296,84.2688749758521
y1_d058_WZR_YJD,167,5923679,8,WZR-1942,1650,-21.40323,276.7755,5.44134,55.14141006987947
y1_d058_WZR_YJD,168,5968394,7,WZR-1721,1683,-73.27128746282399,224.1880444126132,5.11299,18.95525581896505
y1_d058_WZR_YJD,168,5970473,6,WZR-1103,1485,-60.0459,198.0738,6.40437,47.89349793658769
y1_d058_WZR_YJD,174,6165107,8,YJD-0185,1089,27.72354,217.611,5.66172,84.28138055256127
y1_d058_WZR_YJD,195,6873321,8,YJD-0185,1650,-12.40842,256.3857,5.62716,43.283039972358864
y1_d058_WZR_YJD,197,6939585,7,WZR-1721,1617,-116.5773,244.5483,5.98284,53.72290200339227
y1_d058_WZR_YJD,220,7815208,6,YJD-0172,1023,-30.5472,113.9709,5.77683,78.15475918808804
y1_d058_WZR_YJD,224,7914835,8,WZR-1942,990,103.4706,279.471,4.89762,79.75606256694155
y1_d058_WZR_YJD,227,8057395,4,WZR-1367,759,-4.19256,143.4603,5.7876,62.493799117986704
y1_d058_WZR_YJD,228,8115706,5,WZR-1285,1815,-38.36982111162563,85.3898354671533,3.22779,77.67112941270692
y1_d058_WZR_YJD,248,8786333,4,YJD-0060,1452,41.9412,139.4784,4.29072,51.65427741644158
y1_d058_WZR_YJD,262,9321593,7,WZR-1721,693,-127.91641011021196,337.06306865416593,3.88842,66.12130937733096
y1_d058_WZR_YJD,262,9323903,6,WZR-1103,561,-73.7679,186.459,5.98149,61.40684762573401
y1_d058_WZR_YJD,268,9575561,8,WZR-1942,726,-33.0009,231.0867,5.4606,88.99809681602065
y1_d058_WZR_YJD,273,9750494,4,WZR-1367,1320,10.597863875137804,143.74385084915653,5.20449,69.39825434875112
y1_d058_WZR_YJD,275,9926913,1,WZR-2300,858,-3.09498,41.9373,5.77071,70.65541882831067
y1_d058_WZR_YJD,285,10203948,8,YJD-0185,1188,0.04589069999999995,213.8469,5.26266,40.49717930276626
y1_d058_WZR_YJD,294,10553517,8,YJD-0185,1122,-6.87849,248.1216,6.31938,40.57259724832017
y1_d058_WZR_YJD,305,10983178,3,WZR-2183,1254,90.4815,91.7466,6.18303,49.45937286752663
y1_d058_WZR_YJD,310,11204179,9,WZR-1875,1287,183.860935130464,221.3591630067816,6.74259,86.42414516756364
y1_d058_WZR_YJD,311,11252689,8,WZR-1942,2640,17.85996,211.7376,6.10332,37.25713946525489
y1_d058_WZR_YJD,314,11361292,4,YJD-0060,462,15.612197182177699,143.5802292089945,2.636106,22.19045691644863
y1_d058_WZR_YJD,314,11362711,6,YJD-0172,759,3.8319959711952465,126.31082493882816,4.18872,82.21569960799518
y1_d058_WZR_YJD,318,11438941,9,YJD-0340,1716,102.90783987440841,193.94835099883133,6.75063,45.49496005122779
y1_d058_WZR_YJD,320,11509330,4,YJD-0060,1386,74.63722817891154,124.1388656986548,5.48916,68.56554646741142
y1_d058_WZR_YJD,324,11755444,8,YJD-0185,957,-18.13494,238.068,5.7234,39.03430809806881
y1_d058_WZR_YJD,325,11801843,9,YJD-0340,1485,157.2117,156.5838,6.93912,77.1619186606938
y1_d058_WZR_YJD,330,12031028,8,YJD-0185,1056,-9.12774,218.1234,5.71863,85.43145004726814
y1_d059_JNJ_QEA,12,289857,6,QEA-0027,600,-12.437772153919623,110.03948557322204,3.8811,69.00083411740354
y1_d059_JNJ_QEA,25,769607,7,QEA-0249,2350,-118.49501264898676,357.6420981304826,4.36065,70.86448247007277
y1_d059_JNJ_QEA,29,866557,5,QEA-0369,1300,-72.88613162993488,84.60521085576644,5.81619,77.8695788402819
y1_d059_JNJ_QEA,35,1151407,4,JNJ-1459,350,65.6763,121.896,1.87167,55.75468310366289
y1_d059_JNJ_QEA,36,1196257,7,JNJ-1549,1050,-65.3718,347.544,4.79277,89.41907769289922
y1_d059_JNJ_QEA,62,2162316,6,JNJ-1825,850,30.20348068265244,144.41840792692497,4.27143,59.60022964157491
y1_d059_JNJ_QEA,66,2352416,8,JNJ-1763,2350,-17.8914,234.4032,5.32797,64.64913693791667
y1_d059_JNJ_QEA,78,2702966,4,QEA-0365,1750,52.0176,97.1265,5.80902,25.71676612263532
y1_d059_JNJ_QEA,98,3414866,6,JNJ-1825,650,-10.281948444676907,148.5411918411854,3.92391,71.2460253369241
y1_d059_JNJ_QEA,104,3579716,7,JNJ-1549,1300,-72.9972,277.7523,4.98483,59.978680292363926
y1_d059_JNJ_QEA,114,3916366,8,JNJ-1763,2000,-31.4517,265.6026,5.17179,59.73278177303639
y1_d059_JNJ_QEA,123,4251616,4,QEA-0365,1600,66.51117389852816,131.01293478617407,4.54158,59.465655763072775
y1_d059_JNJ_QEA,126,4361066,9,QEA-0364,1200,166.8495,294.7902,5.91381,85.13546566082574
y1_d059_JNJ_QEA,140,4917666,1,JNJ-1560,750,-2.6731704981468263,43.81996244325012,4.77774,74.01601593686206
y1_d059_JNJ_QEA,140,4918966,5,JNJ-1199,450,-3.26163,124.2198,2.520999,69.23270491914982
y1_d059_JNJ_QEA,153,5234816,6,JNJ-1825,700,-1.083697290174443,127.4021710242413,5.28639,62.87775654806115
y1_d059_JNJ_QEA,165,5660766,8,QEA-0252,2300,-14.47503,200.7444,5.535,36.01940696438564
y1_d059_JNJ_QEA,166,5695966,4,QEA-0365,650,50.2359,125.1414,3.87918,55.89209050797236
y1_d059_JNJ_QEA,171,5886666,5,QEA-0369,1700,-52.8465,90.8049,5.30181,64.94049104663725
y1_d059_JNJ_QEA,172,6047566,8,QEA-0252,2200,74.7273,270.7092,5.56329,58.37343914783699
y1_d059_JNJ_QEA,179,6285366,8,JNJ-1763,2350,61.4028,268.6389,5.64141,63.465419216254766
y1_d059_JNJ_QEA,180,6345766,7,JNJ-1549,2050,-105.57368019478038,360.36353184397456,7.41198,77.5483411227337
y1_d059_JNJ_QEA,185,6515066,8,JNJ-1763,2600,-29.232433838328948,359.5425328927299,4.37148,63.61642403925589
y1_d059_JNJ_QEA,192,6839666,7,QEA-0249,1600,-130.94946960372582,233.83742872750972,4.37223,57.42515347902159
y1_d059_JNJ_QEA,198,7002766,9,QEA-0364,1300,64.194,289.8519,6.10185,67.99185002680198
y1_d059_JNJ_QEA,208,7450266,4,QEA-0365,1150,68.71037643035483,115.99997770492242,5.29788,45.81486922252437
y1_d059_JNJ_QEA,229,8523766,9,QEA-0364,1050,129.8943,215.8602,5.86008,85.0315444260616
y1_d059_JNJ_QEA,265,9991866,5,QEA-0369,650,-50.3466,102.9285,3.97692,58.712117596597196
y1_d059_JNJ_QEA,265,9992966,4,QEA-0365,450,-3.8436,122.9307,4.91313,73.56940591441106
y1_d059_JNJ_QEA,308,11717666,5,JNJ-1199,750,-20.14287,92.3019,5.76921,68.01632152728429
y1_d059_JNJ_QEA,314,11865766,7,QEA-0249,1250,-114.3804,241.5966,4.53894,51.45473929127272
y1_d059_JNJ_QEA,322,12120966,5,QEA-0369,1800,-42.759,94.7217,4.69965,67.21034860961652
y1_d059_JNJ_QEA,327,12400316,8,QEA-0252,1800,29.48436,298.8126,5.95842,54.86789747621203
y1_d059_JNJ_QEA,334,12604266,2,JNJ-1128,1800,-0.04951139999999998,-4.11936,5.15133,37.25770578991958
y1_d060.5_JNJ_QEA,191,6989640,8,QEA-0252,2000,1.166124,303.252,5.75655,70.11883197038844
y1_d060.5_JNJ_QEA,198,7208590,9,QEA-0249,950,169.4874,221.5323,4.75764,80.35165977530593
y1_d060_JNJ_QEA,10,228869,9,QEA-0364,1650,65.6319,284.2788,6.6588,54.26793238072519
y1_d060_JNJ_QEA,19,580719,4,JNJ-1459,300,35.58392553595851,89.43538800649597,1.341543,51.036954476713326
y1_d060_JNJ_QEA,28,952269,5,QEA-0369,1500,-26.175040656677695,128.17380677879038,4.93959,75.18881073475575
y1_d060_JNJ_QEA,41,1506419,2,QEA-0120,900,-2.38341,14.7993,5.142,77.47410521200597
y1_d060_JNJ_QEA,47,1697469,9,QEA-0364,1550,136.13489255570883,134.39036912035596,5.31747,49.04955207341741
y1_d060_JNJ_QEA,59,2149119,8,JNJ-1549,1300,-114.0333,353.103,3.3459,75.07425028806529
y1_d060_JNJ_QEA,61,2206069,1,JNJ-1297,1650,6.01425,42.2286,5.77461,61.91982670920402
y1_d060_JNJ_QEA,64,2280219,6,JNJ-1825,1250,-42.4875,133.4685,5.78622,71.99889268831996
y1_d060_JNJ_QEA,69,2399919,6,JNJ-1825,750,-58.0446,116.1837,6.14031,67.90391764988934
y1_d060_JNJ_QEA,74,2654019,6,QEA-0027,1200,-49.752,115.3962,4.78506,75.39510614992184
y1_d060_JNJ_QEA,101,3530628,6,QEA-0027,1000,5.951131175552435,150.21857258120156,6.28869,62.39705332352731
y1_d060_JNJ_QEA,107,3706528,5,QEA-0369,800,-27.617206459891488,39.83702609312394,5.58753,71.97228283506317
y1_d060_JNJ_QEA,121,4261828,5,JNJ-1199,1550,-41.575044680907816,114.43879977133892,2.971557,74.93869041648657
y1_d060_JNJ_QEA,123,4353278,7,JNJ-1546,2050,-109.3239546990456,258.7429280779281,5.8296,62.06288623064912
y1_d060_JNJ_QEA,138,4896728,6,QEA-0027,800,-20.904734158744613,142.91132888758762,4.27044,70.76567558032598
y1_d060_JNJ_QEA,146,5134528,6,QEA-0027,700,-57.27875078727037,103.31836629716933,4.84731,59.91738182066658
y1_d060_JNJ_QEA,146,5135778,4,QEA-0365,500,-2.09616,125.4189,3.57261,64.69834569681102
y1_d060_JNJ_QEA,165,5920878,2,JNJ-1128,800,-9.840240126390515,23.478677934491984,6.52629,50.41681242994599
y1_d060_JNJ_QEA,170,6131128,4,JNJ-1459,550,51.1173,121.1454,3.17634,57.14292717103764
y1_d060_JNJ_QEA,170,6132428,6,JNJ-1825,650,3.73425,125.5338,4.58415,66.91582128910973
y1_d061_HCI_RZQ,3,47194,7,RZQ-0059,850,-189.66207042022043,187.71329095127967,5.37888,67.36401807189065
y1_d061_HCI_RZQ,8,201394,9,RZQ-0333,2000,109.26381278848169,165.59230066756746,6.6957,57.26676880325036
y1_d061_HCI_RZQ,9,248494,7,RZQ-0059,1750,-135.1947,225.0051,4.94151,56.08033696269798
y1_d061_HCI_RZQ,12,364144,8,RZQ-0274,1100,-26.91077397233218,354.59613822243404,6.23106,71.13222508313953
y1_d061_HCI_RZQ,20,756144,7,HCI-2523,1000,-41.49384326200702,274.200174151407,6.07857,55.521254851731676
y1_d061_HCI_RZQ,30,1049294,7,RZQ-0059,1550,-78.9486,275.3283,8.33784,58.58361267592666
y1_d061_HCI_RZQ,30,1052594,6,RZQ-0355,1250,-69.4442786531902,115.86915968139566,5.43363,41.02860336926176
y1_d061_HCI_RZQ,30,1055594,5,RZQ-0214,2250,-53.3211,65.034,7.26717,26.546243929480507
y1_d061_HCI_RZQ,30,1058094,1,RZQ-0268,1550,-24.82128,64.3404,7.11915,26.111525150135396
y1_d061_HCI_RZQ,40,1476494,8,RZQ-0274,1050,-81.0348,318.732,4.05666,64.68883985751724
y1_d061_HCI_RZQ,64,2291694,8,RZQ-0274,1350,-38.3241,271.8759,6.19752,55.20343546707215
y1_d061_HCI_RZQ,67,2380194,6,RZQ-0355,900,-5.176291141106615,144.53642643510207,2.47155,23.636286404032095
y1_d061_HCI_RZQ,93,3179644,5,RZQ-0214,700,-57.755872387873666,90.11151111594413,4.05645,71.05525729874583
y1_d061_HCI_RZQ,93,3180794,4,RZQ-0347,450,2.0643124904305017,127.39783367686297,5.92941,69.15739482917789
y1_d061_HCI_RZQ,114,3934644,6,HCI-1491,700,20.361786773012682,110.63346666424889,5.36244,73.08133332188875
y1_d061_HCI_RZQ,136,4759194,9,HCI-1436,1650,80.76479348274098,216.33148847315996,-0.720957,8.423970334121353
y1_d061_HCI_RZQ,140,4881194,7,HCI-2523,900,-189.3625867438462,218.80576219304206,0.410874,95.78444593658718
y1_d061_HCI_RZQ,144,5022944,5,HCI-2125,1500,-33.228521759034024,72.49935728136784,5.54889,78.44030803184066
y1_d061_HCI_RZQ,147,5150544,7,HCI-2523,850,-157.9251,184.428,4.71387,84.54859818532013
y1_d061_HCI_RZQ,176,6323794,5,HCI-2125,1600,-59.28277971001631,81.23553620933663,5.36394,80.96704858164387
y1_d061_HCI_RZQ,196,7007294,9,RZQ-0333,1100,99.37656794950492,157.27865994790469,6.2007,76.51504163663667
y1_d061_HCI_RZQ,199,7122994,2,RZQ-0239,650,2.01285928526478,-0.031029382458813703,6.2475,80.3481329532253
y1_d061_HCI_RZQ,212,7645294,1,HCI-1997,1400,7.351661948362166,59.428926268767,6.10839,46.88859589918254
y1_d061_HCI_RZQ,214,7841344,7,HCI-2523,850,-67.85461323842621,325.21915073191417,-0.549009,94.4976811139037
y1_d061_HCI_RZQ,229,8372994,5,RZQ-0214,1900,-64.03521606803818,80.37302673560072,5.86023,83.62332247941795
y1_d061_HCI_RZQ,239,8844294,8,HCI-1255,1700,35.8761,280.7733,5.33031,56.60466342556203
y1_d061_HCI_RZQ,258,9479194,6,RZQ-0355,750,-31.2486,102.0786,5.73336,80.49385890416525
y1_d061_HCI_RZQ,268,9864594,6,HCI-1491,1000,-49.45451563138335,145.6790737567751,5.6607,76.33271846042224
y1_d061_HCI_RZQ,275,10090694,8,HCI-1255,1650,-26.511181434967934,296.29240282535227,6.19827,69.95604050385563
y1_d061_HCI_RZQ,278,10202494,2,HCI-1497,1150,3.1200074680826893,-3.694628843076347,4.98516,39.613897680803916
y1_d062_HCI_RZQ,11,272868,4,RZQ-0347,1000,-2.11632815539974,156.00772711576084,3.91593,69.65375539389925
y1_d062_HCI_RZQ,14,473268,7,HCI-2523,1300,-59.7219,283.8357,5.15691,70.39521854082818
y1_d062_HCI_RZQ,17,568518,8,HCI-1255,1100,73.4544,359.343,4.77399,76.12388652647269
y1_d062_HCI_RZQ,25,800568,2,HCI-1497,700,-0.846825,0.17881619999999998,4.89684,83.21650275218376
y1_d062_HCI_RZQ,26,879418,9,HCI-1436,2350,127.9881,301.611,5.07387,61.151460209177415
y1_d062_HCI_RZQ,38,1337368,8,RZQ-0274,1750,-35.1642,289.431,5.21091,55.76549854190319
y1_d062_HCI_RZQ,47,1611568,1,RZQ-0339,2400,3.13068,47.1903,5.7219,55.11235285799582
y1_d062_HCI_RZQ,52,1847018,9,HCI-1436,1850,113.3484,253.2162,5.12814,51.166386820145625
y1_d062_HCI_RZQ,53,1891018,4,HCI-2125,850,73.52274357079652,128.23473007055625,3.23214,65.0263035083469
y1_d062_HCI_RZQ,59,2089768,5,HCI-2098,650,-49.9377,56.0055,5.53545,80.72479744522957
y1_d062_HCI_RZQ,63,2241518,1,HCI-1554,1150,12.54234,37.1184,6.36957,57.51141450024378
y1_d062_HCI_RZQ,67,2365968,8,HCI-1255,750,91.5075,359.205,3.94647,71.5970045853298
y1_d062_HCI_RZQ,67,2369668,4,HCI-2125,1850,23.5842,207.177,5.26074,60.02694700355753
y1_d062_HCI_RZQ,70,2499368,6,HCI-1491,1650,-26.82963,79.2966,4.20678,67.11812051388569
y1_d062_HCI_RZQ,73,2563718,4,HCI-2125,1250,42.8331,126.0102,3.53004,62.6703690863139
y1_d062_HCI_RZQ,85,2952018,8,RZQ-0274,1400,45.8055,270.9024,5.36109,50.92464588466578
y1_d062_HCI_RZQ,115,3877018,1,RZQ-0339,1550,14.60031,49.3362,6.02082,45.58215034451104
y1_d062_HCI_RZQ,123,4100118,9,RZQ-0214,1100,69.96368186234237,192.17273333834558,5.70993,87.74275241745455
y1_d062_HCI_RZQ,130,4340918,1,RZQ-0339,1500,12.99849,50.1372,5.89764,46.42779687104571
y1_d062_HCI_RZQ,133,4526468,1,HCI-1554,1850,12.19722,52.9185,6.00945,46.09511504119035
y1_d062_HCI_RZQ,141,4701368,7,HCI-2523,1900,-181.79697594921998,203.68334585867257,5.89107,56.266049888232274
y1_d062_HCI_RZQ,144,4798218,6,HCI-1491,900,-37.125259955651586,99.45865552567837,3.63486,74.08601314367988
