,game_str,play_id,hit_time,bounce_timestamp,ball_position_x,ball_position_y,infield_bounce
1186,y2_d051_DYE_RZQ,317,9890774,9890972,9.5823,28.12011,True
1187,y2_d087_DYE_RZQ,27,723902,724202,3.45492,25.75404,True
1188,y2_d087_DYE_RZQ,49,1462752,1462802,-4.2822,8.2677,True
1189,y2_d087_DYE_RZQ,79,2297502,2297602,4.0971,13.6521,True
1190,y2_d087_DYE_RZQ,82,2356302,2356352,1.1685,7.6809,True
1191,y2_d087_DYE_RZQ,100,2925852,2925902,-3.5826,7.8504,True
1192,y2_d087_DYE_RZQ,118,3425452,3425552,-0.6408,12.2322,True
1193,y2_d087_DYE_RZQ,165,4773002,4773052,0.8625,3.3126,True
1194,y2_d087_DYE_RZQ,185,5437602,5437652,-1.6944,4.9182,True
1195,y2_d087_DYE_RZQ,187,5489602,5489852,20.61366,22.36605,True
1196,y2_d088_DYE_RZQ,70,2106963,2107213,-2.189184,22.78593,True
1197,y2_d088_DYE_RZQ,83,2496763,2496963,-3.61011,21.19632,True
1198,y2_d088_DYE_RZQ,105,3114213,3114313,-2.3931,13.7208,True
1199,y2_d088_DYE_RZQ,107,3301113,3301163,1.4673,4.7721,True
1200,y2_d088_DYE_RZQ,111,3386263,3386313,0.8778,5.3037,True
1201,y2_d088_DYE_RZQ,146,4448013,4449213,-2.858292,31.9338,True
1202,y2_d088_DYE_RZQ,167,5093963,5094213,-14.60817,22.46349,True
1203,y2_d088_DYE_RZQ,185,5744163,5744313,5.69805,22.25226,True
1204,y2_d088_DYE_RZQ,194,6034063,6034113,0.3732,6.6843,True
1205,y2_d088_DYE_RZQ,200,6177263,6177313,-2.9037,6.7377,True
1206,y2_d089_DYE_RZQ,10,183905,184055,11.17143,17.87427,True
1207,y2_d089_DYE_RZQ,16,338305,338455,-2.2038,4.47,True
1208,y2_d089_DYE_RZQ,24,609755,609855,0.7236,9.4932,True
1209,y2_d089_DYE_RZQ,39,1101755,1101805,-0.4656,3.0027,True
1210,y2_d089_DYE_RZQ,43,1185605,1185955,-16.05312,38.0703,True
1211,y2_d089_DYE_RZQ,45,1241205,1241505,15.48042,36.1737,True
1212,y2_d089_DYE_RZQ,49,2150487,2150587,-1.5948,6.8523,True
1213,y2_d089_DYE_RZQ,81,3196887,3196937,-2.8791,7.7997,True
1214,y2_d089_DYE_RZQ,93,3531637,3531887,-20.00244,24.57495,True
1215,y2_d089_DYE_RZQ,97,4173183,4173333,2.505,17.0505,True
1216,y2_d089_DYE_RZQ,104,4369033,4369533,-31.0536,50.4711,True
1217,y2_d089_DYE_RZQ,106,4528083,4528183,2.115,8.6325,True
1218,y2_d089_DYE_RZQ,110,4606933,4607033,-0.8511,4.5816,True
1219,y2_d089_DYE_RZQ,158,6064433,6064583,-0.7089,12.2025,True
1220,y2_d089_DYE_RZQ,196,7330633,7331083,23.07315,54.5652,True
1221,y2_d089_DYE_RZQ,200,7533783,7533833,-0.9051,2.6808,True
1222,y2_d089_DYE_RZQ,207,7696083,7696533,18.26043,51.9168,True
1223,y2_d089_DYE_RZQ,238,8785483,8785633,0.2166,8.7216,True
1224,y2_d017_GIS_RZQ,13,234685,234785,1.2189,12.4881,True
1225,y2_d017_GIS_RZQ,14,484298,484398,-1.5441,15.0939,True
1226,y2_d017_GIS_RZQ,43,1437148,1437198,2.958306,5.44815,True
1227,y2_d017_GIS_RZQ,47,1553098,1553148,-2.0559,5.5431,True
1228,y2_d017_GIS_RZQ,76,2586898,2586998,-0.9438,13.6824,True
1229,y2_d017_GIS_RZQ,93,3212398,3212498,0.8697,17.2728,True
1230,y2_d017_GIS_RZQ,101,3561448,3561498,-4.2462,6.6462,True
1231,y2_d017_GIS_RZQ,102,3727098,3727198,4.4478,11.7018,True
1232,y2_d017_GIS_RZQ,151,5288098,5288198,0.5181,15.8883,True
1233,y2_d017_GIS_RZQ,154,5372998,5373848,8.76543,92.5356,True
1234,y2_d017_GIS_RZQ,161,5790048,5790098,-1.7517,5.9589,True
1235,y2_d017_GIS_RZQ,165,5995398,5995448,0.9096,0.9675,True
1236,y2_d017_GIS_RZQ,169,6069598,6069898,-28.26864,38.9628,True
1237,y2_d017_GIS_RZQ,180,6510548,6510598,0.2379,9.4596,True
1238,y2_d017_GIS_RZQ,197,7062098,7062898,-10.3062,14.76594,True
1239,y2_d017_GIS_RZQ,198,7104348,7104398,0.5379,3.6831,True
1240,y2_d017_GIS_RZQ,207,7440498,7440898,20.28054,49.1826,True
1241,y2_d018_GIS_RZQ,21,578387,578987,-29.88531,53.5374,True
1242,y2_d018_GIS_RZQ,24,758140,758190,0.3375,3.9168,True
1243,y2_d018_GIS_RZQ,26,803440,803490,1.0236,5.1057,True
1244,y2_d018_GIS_RZQ,29,888540,888590,0.8709,7.9332,True
1245,y2_d018_GIS_RZQ,32,988640,989440,-55.0899,70.563,True
1246,y2_d018_GIS_RZQ,40,1324590,1324640,0.4617,4.9905,True
1247,y2_d018_GIS_RZQ,45,1582109,1582159,-0.6606,5.2254,True
1248,y2_d018_GIS_RZQ,62,2319359,2319409,1.8525,4.7748,True
1249,y2_d018_GIS_RZQ,72,2761059,2761409,-17.71737,50.691,True
1250,y2_d018_GIS_RZQ,88,3378780,3378930,-6.5601,20.8797,True
1251,y2_d018_GIS_RZQ,103,4047626,4047676,0.8193,3.3216,True
1252,y2_d018_GIS_RZQ,110,4291576,4291626,0.9795,6.5316,True
1253,y2_d018_GIS_RZQ,113,4378376,4378426,4.9008,5.4993,True
1254,y2_d018_GIS_RZQ,177,6750826,6751226,-15.17877,47.7252,True
1255,y2_d018_GIS_RZQ,183,6864276,6864326,0.3117,3.6459,True
1256,y2_d018_GIS_RZQ,198,7491726,7491826,-0.3204,3.843,True
1257,y2_d018_GIS_RZQ,230,8482826,8483026,-18.45624,29.41659,True
1258,y2_d018_GIS_RZQ,236,8770676,8771326,-0.545394,23.39634,True
1259,y2_d019_GIS_RZQ,7,182583,182633,2.3631,6.0078,True
1260,y2_d019_GIS_RZQ,9,233033,233083,3.1404,6.5871,True
1261,y2_d019_GIS_RZQ,55,1666131,1666181,0.6999,4.5852,True
1262,y2_d019_GIS_RZQ,67,2051381,2051431,0.9246,5.9673,True
1263,y2_d019_GIS_RZQ,113,3488931,3488981,-2.4099,6.1716,True
1264,y2_d019_GIS_RZQ,137,4331381,4331831,-6.61344,57.2982,True
1265,y2_d019_GIS_RZQ,148,4694031,4694081,0.7371,7.8138,True
1266,y2_d019_GIS_RZQ,191,6031181,6031231,3.3093,6.2532,True
1267,y2_d019_GIS_RZQ,199,6214981,6215031,2.0838,4.9977,True
1268,y2_d019_GIS_RZQ,218,6769331,6769381,3.6831,9.9753,True
1269,y2_d019_GIS_RZQ,232,7225231,7225931,-16.80969,64.152,True
1270,y2_d019_GIS_RZQ,243,7541281,7541381,2.3118,12.6168,True
1271,y2_d019_GIS_RZQ,261,8102031,8102081,1.6722,10.4664,True
1272,y2_d019_GIS_RZQ,281,8711831,8711881,2.2047,3.6072,True
1273,y2_d019_GIS_RZQ,300,9386031,9386081,-0.5976,4.5663,True
1274,y2_d020_GIS_RZQ,11,227292,227392,-3.0306,11.3982,True
1275,y2_d020_GIS_RZQ,93,2701892,2701992,-1.9602,13.866,True
1276,y2_d020_GIS_RZQ,126,3692242,3692442,13.01844,22.63422,True
1277,y2_d020_GIS_RZQ,139,4022592,4022642,-0.2154,9.7221,True
1278,y2_d020_GIS_RZQ,146,4273492,4273542,3.1434,5.7138,True
1279,y2_d020_GIS_RZQ,150,4384692,4384792,-2.0274,12.3858,True
1280,y2_d020_GIS_RZQ,167,4962742,4962842,2.0892,8.2146,True
1281,y2_d020_GIS_RZQ,185,5446442,5446492,-1.884,6.0012,True
1282,y2_d020_GIS_RZQ,192,5596892,5596942,2.1579,7.1382,True
1283,y2_d020_GIS_RZQ,218,6528242,6528392,-9.4359,18.4521,True
1284,y2_d020_GIS_RZQ,227,6812192,6812242,0.0522,8.1909,True
1285,y2_d020_GIS_RZQ,229,6859542,6860542,32.6067,71.2572,True
1286,y2_d020_GIS_RZQ,232,7034492,7034592,4.3545,12.6825,True
1287,y2_d020_GIS_RZQ,257,7856042,7856092,-1.0284,7.3932,True
1288,y2_d020_GIS_RZQ,262,8122542,8122742,3.03126,22.61106,True
1289,y2_d020_GIS_RZQ,272,8511542,8511692,0.661074,22.80669,True
1290,y2_d020_GIS_RZQ,288,8935342,8935492,-9.2928,19.0077,True
1291,y1_d061_HCI_RZQ,34,1295794,1295894,8.6742,12.7836,True
1292,y1_d061_HCI_RZQ,67,2377394,2377744,-2.449113,46.2996,True
1293,y1_d061_HCI_RZQ,93,3177394,3177494,-4.1178,7.4616,True
1294,y1_d061_HCI_RZQ,107,3673194,3673244,6.5475,9.4599,True
1295,y1_d061_HCI_RZQ,114,3931044,3931094,1.7619,5.2107,True
1296,y1_d061_HCI_RZQ,144,5020494,5020594,-4.077,14.1309,True
1297,y1_d061_HCI_RZQ,162,5781044,5781344,9.90807,18.35133,True
1298,y1_d061_HCI_RZQ,170,6065044,6065094,2.5662,4.4301,True
1299,y1_d061_HCI_RZQ,176,6320744,6320844,-5.8332,9.0663,True
1300,y1_d061_HCI_RZQ,205,7369144,7369844,-49.632,67.7712,True
1301,y1_d061_HCI_RZQ,212,7641794,7643444,-0.7494,57.8985,True
1302,y1_d061_HCI_RZQ,229,8370044,8370644,-46.5465,57.5103,True
1303,y1_d061_HCI_RZQ,258,9476344,9476394,-1.4751,5.8425,True
1304,y1_d061_HCI_RZQ,282,10349294,10349844,-11.17152,59.7216,True
1305,y1_d062_HCI_RZQ,11,269918,270218,-0.1102878,35.5881,True
1306,y1_d062_HCI_RZQ,47,1608468,1608518,-0.5322,8.1564,True
1307,y1_d062_HCI_RZQ,53,1888468,1888518,5.3022,12.7467,True
1308,y1_d062_HCI_RZQ,59,2087168,2087218,0.27,4.7874,True
1309,y1_d062_HCI_RZQ,63,2238468,2238518,0.7584,4.8855,True
1310,y1_d062_HCI_RZQ,70,2496618,2496768,-4.82697,19.44831,True
1311,y1_d062_HCI_RZQ,73,2560368,2560418,-0.531,6.3432,True
1312,y1_d062_HCI_RZQ,93,3179018,3179068,3.0684,7.7772,True
1313,y1_d062_HCI_RZQ,115,3873768,3873818,-0.8097,5.9604,True
1314,y1_d062_HCI_RZQ,130,4338768,4338868,-0.5553,10.6188,True
1315,y1_d062_HCI_RZQ,133,4523768,4523868,1.1118,11.6982,True
1316,y1_d062_HCI_RZQ,144,4795168,4795218,-2.9808,8.3415,True
1317,y1_d062_HCI_RZQ,175,5837968,5838068,5.2407,11.8632,True
1318,y1_d062_HCI_RZQ,179,6050618,6050968,-23.11887,29.55387,True
1319,y1_d062_HCI_RZQ,196,6651918,6652868,13.47672,34.3716,True
1320,y1_d062_HCI_RZQ,212,7231718,7232318,2.864175,55.3653,True
1321,y1_d062_HCI_RZQ,267,9519518,9519618,-4.2453,13.7409,True
1322,y1_d062_HCI_RZQ,282,9997418,9997468,-1.2858,6.4305,True
1323,y1_d063_HCI_RZQ,13,310957,311057,1.9911,16.3692,True
1324,y1_d063_HCI_RZQ,24,672307,672357,1.539,8.841,True
1325,y1_d063_HCI_RZQ,57,1851107,1851157,-1.2537,6.8097,True
1326,y1_d063_HCI_RZQ,70,2357207,2357257,-0.0165,6.0084,True
1327,y1_d063_HCI_RZQ,138,4700857,4700907,-2.7414,6.1593,True
1328,y1_d063_HCI_RZQ,174,6087607,6087657,-3.6759,9.0396,True
1329,y1_d063_HCI_RZQ,178,6298357,6298407,0.5523,3.3501,True
1330,y1_d063_HCI_RZQ,196,7133557,7133607,-1.9569,2.7165,True
1331,y1_d063_HCI_RZQ,208,7451357,7451407,1.9188,7.455,True
1332,y1_d063_HCI_RZQ,249,8975157,8975207,0.0861,11.2005,True
1333,y1_d063_HCI_RZQ,260,9366657,9366707,-1.8873,5.9442,True
1334,y1_d063_HCI_RZQ,266,9678607,9678757,-11.0565,19.5384,True
1335,y2_d064_HKR_RZQ,18,688730,688780,-3.1971,7.3419,True
1336,y2_d064_HKR_RZQ,35,1185380,1185430,2.235,7.5801,True
1337,y2_d064_HKR_RZQ,38,1345630,1345980,3.08232,46.122,True
1338,y2_d064_HKR_RZQ,42,1435780,1435880,-0.3849,10.1421,True
1339,y2_d064_HKR_RZQ,57,1926130,1926180,0.3477,7.0101,True
1340,y2_d064_HKR_RZQ,64,2361930,2361980,-1.0083,4.4391,True
1341,y2_d064_HKR_RZQ,73,2538030,2538130,5.97477,16.80576,True
1342,y2_d064_HKR_RZQ,84,2919680,2919730,-0.5673,6.8985,True
1343,y2_d064_HKR_RZQ,87,3005180,3005280,-3.2124,4.1919,True
1344,y2_d064_HKR_RZQ,136,4480080,4480130,-1.4919,8.8239,True
1345,y2_d064_HKR_RZQ,138,4627880,4628030,1.258581,24.01191,True
1346,y2_d064_HKR_RZQ,146,4819280,4819330,-3.9942,6.4347,True
1347,y2_d064_HKR_RZQ,153,5055080,5055180,6.4863,9.4329,True
1348,y2_d064_HKR_RZQ,160,5236530,5236780,-2.859666,30.8088,True
1349,y2_d064_HKR_RZQ,196,6600780,6601080,21.42012,35.3004,True
1350,y2_d064_HKR_RZQ,203,6888230,6888330,-6.5895,17.2068,True
1351,y2_d064_HKR_RZQ,207,7007280,7007330,-1.2357,4.8948,True
1352,y2_d064_HKR_RZQ,236,8191680,8191780,3.9531,8.6841,True
1353,y2_d064_HKR_RZQ,287,10232530,10232580,-1.0722,8.1369,True
1354,y2_d064_HKR_RZQ,301,10765080,10765130,4.2486,8.3859,True
1355,y2_d065_HKR_RZQ,18,463321,463371,-2.6679,3.3546,True
1356,y2_d065_HKR_RZQ,24,742871,742971,-2.1786,11.4237,True
1357,y2_d065_HKR_RZQ,47,1500521,1500571,-0.0432,8.6334,True
1358,y2_d065_HKR_RZQ,48,1535221,1535271,-0.0183,4.1289,True
1359,y2_d065_HKR_RZQ,51,1592971,1593771,-29.30052,49.2129,True
1360,y2_d065_HKR_RZQ,89,2920233,2920533,29.25852,38.7606,True
1361,y2_d065_HKR_RZQ,98,3219983,3220083,-1.0302,10.7784,True
1362,y2_d065_HKR_RZQ,122,4084133,4084183,-0.6231,5.6034,True
1363,y2_d065_HKR_RZQ,126,4207383,4208083,22.11444,67.0764,True
1364,y2_d065_HKR_RZQ,137,4538933,4538983,2.1579,7.1382,True
1365,y2_d065_HKR_RZQ,140,4610883,4610933,2.1564,7.6851,True
1366,y2_d065_HKR_RZQ,154,5074133,5074183,0.9423,3.6741,True
1367,y2_d065_HKR_RZQ,169,5689933,5690233,15.99222,37.7385,True
1368,y2_d065_HKR_RZQ,197,6610283,6610333,1.9383,6.7797,True
1369,y2_d065_HKR_RZQ,204,6945483,6946133,31.4568,74.4513,True
1370,y2_d065_HKR_RZQ,254,8627583,8627633,3.0459,10.2918,True
1371,y2_d066_HKR_RZQ,30,1073508,1073608,-2.1687,11.5614,True
1372,y2_d066_HKR_RZQ,35,1206508,1206558,-2.4405,5.5896,True
1373,y2_d066_HKR_RZQ,102,3595958,3596008,3.0657,7.2315,True
1374,y2_d066_HKR_RZQ,111,3890358,3890408,1.6239,6.6552,True
1375,y2_d066_HKR_RZQ,113,3934608,3934708,-2.2098,11.0112,True
1376,y2_d066_HKR_RZQ,194,6281308,6281358,-3.9528,5.9706,True
1377,y2_d066_HKR_RZQ,209,6840358,6840408,-0.5025,5.4354,True
1378,y2_d066_HKR_RZQ,212,6900208,6900358,0.6174,22.1445,True
1379,y2_d066_HKR_RZQ,223,7603608,7605508,-13.30851,26.06283,True
1380,y2_d066_HKR_RZQ,242,8352958,8353208,11.40855,29.04852,True
1381,y2_d066_HKR_RZQ,272,9243808,9243908,3.9594,14.8671,True
1382,y2_d066_HKR_RZQ,275,9473708,9475258,-8.28945,33.0378,True
1383,y2_d066_HKR_RZQ,277,9537158,9537208,2.7015,2.7756,True
1384,y2_d066_HKR_RZQ,291,9977958,9978008,2.4411,7.5234,True
1385,y2_d067_HKR_RZQ,6,11473865,11473915,-2.2923,8.3943,True
1386,y2_d067_HKR_RZQ,8,22360,22410,-0.7647,6.1128,True
1387,y2_d067_HKR_RZQ,24,512110,512260,-11.8476,14.097,True
1388,y2_d067_HKR_RZQ,32,727710,727760,-0.5379,5.9334,True
1389,y2_d067_HKR_RZQ,35,894260,895310,20.96277,88.1466,True
1390,y2_d067_HKR_RZQ,41,1327515,1327565,-0.9093,6.2133,True
1391,y2_d067_HKR_RZQ,46,1523515,1523615,1.0245,2.5293,True
1392,y2_d067_HKR_RZQ,51,1769365,1769715,19.449,45.2418,True
1393,y2_d067_HKR_RZQ,105,3597365,3597765,6.58155,54.8553,True
1394,y2_d067_HKR_RZQ,135,4531565,4531615,-2.7123,10.0392,True
1395,y2_d067_HKR_RZQ,184,6245715,6245765,-0.6249,7.4148,True
1396,y2_d067_HKR_RZQ,208,6900865,6900965,0.9417,1.8132,True
1397,y2_d067_HKR_RZQ,216,7223615,7223665,-3.057,9.1806,True
1398,y2_d067_HKR_RZQ,224,7509915,7509965,1.4853,4.7886,True
1399,y2_d067_HKR_RZQ,232,7780265,7781215,18.24897,58.1904,True
1400,y2_d067_HKR_RZQ,251,8456915,8457015,0.3807,5.0922,True
1401,y2_d067_HKR_RZQ,265,8961865,8961915,-1.3191,7.0002,True
1402,y2_d067_HKR_RZQ,304,10595365,10595415,-0.0963,4.0275,True
1403,y2_d067_HKR_RZQ,310,10794815,10795015,10.6428,25.3191,True
1404,y1_d036_HMN_RZQ,22,596808,596858,0.8148,6.0279,True
1405,y1_d036_HMN_RZQ,39,1075658,1075708,-2.4375,4.2981,True
1406,y1_d036_HMN_RZQ,43,1301358,1301408,-2.2425,4.2369,True
1407,y1_d036_HMN_RZQ,57,1699958,1700308,25.53789,34.4832,True
1408,y1_d036_HMN_RZQ,58,1840608,1840658,1.2678,5.1312,True
1409,y1_d036_HMN_RZQ,72,2117008,2117658,-31.1547,73.8108,True
1410,y1_d036_HMN_RZQ,87,2579108,2579158,2.0352,7.8786,True
1411,y1_d036_HMN_RZQ,109,3209858,3209958,-0.849,4.9143,True
1412,y1_d036_HMN_RZQ,150,4785258,4785508,9.53301,22.59369,True
1413,y1_d036_HMN_RZQ,177,5564758,5565258,41.9499,49.9785,True
1414,y1_d036_HMN_RZQ,186,5897008,5897058,2.3748,6.6591,True
1415,y1_d036_HMN_RZQ,194,6395919,6396319,2.317437,48.8466,True
1416,y1_d036_HMN_RZQ,211,7134619,7134669,3.1581,2.9847,True
1417,y1_d036_HMN_RZQ,225,7482719,7483219,-15.36171,65.4333,True
1418,y1_d036_HMN_RZQ,227,7665669,7665719,-0.3633,1.7199,True
1419,y1_d036_HMN_RZQ,246,8471569,8472019,11.29518,25.0692,True
1420,y1_d036_HMN_RZQ,294,10290019,10290119,4.8978,13.8963,True
1421,y1_d036_HMN_RZQ,323,11166919,11166969,0.3066,0.9906,True
1422,y1_d036_HMN_RZQ,337,11625469,11625519,-2.7615,10.59,True
1423,y1_d037_HMN_RZQ,2,69525,69725,3.71055,22.26918,True
1424,y1_d037_HMN_RZQ,26,811375,811425,1.6008,7.7121,True
1425,y1_d037_HMN_RZQ,37,1192975,1193475,-29.11131,48.1011,True
1426,y1_d037_HMN_RZQ,40,1363225,1363275,2.814,5.043,True
1427,y1_d037_HMN_RZQ,55,1772725,1772775,2.5818,7.1436,True
1428,y1_d037_HMN_RZQ,63,2048425,2048475,-2.4033,9.9117,True
1429,y1_d037_HMN_RZQ,77,2475575,2475675,-1.0647,12.9444,True
1430,y1_d037_HMN_RZQ,94,3015525,3015725,-5.39313,26.59383,True
1431,y1_d037_HMN_RZQ,100,3246375,3246475,-3.0135,11.9322,True
1432,y1_d037_HMN_RZQ,112,3539075,3539175,-0.9927,18.7746,True
1433,y1_d037_HMN_RZQ,120,3812575,3812625,0.2532,1.1247,True
1434,y1_d037_HMN_RZQ,147,4633525,4633675,-6.9834,17.091,True
1435,y1_d037_HMN_RZQ,148,4669475,4669825,10.5693,36.0921,True
1436,y1_d037_HMN_RZQ,190,6328825,6328875,-1.074,4.5042,True
1437,y1_d037_HMN_RZQ,257,8618325,8618425,5.8701,8.0457,True
1438,y1_d037_HMN_RZQ,261,8704275,8704325,1.1325,7.6545,True
1439,y1_d037_HMN_RZQ,262,8744175,8744225,-0.396,6.0618,True
1440,y1_d038_HMN_RZQ,5,144011,144411,-2.350419,40.6218,True
1441,y1_d038_HMN_RZQ,18,642811,642861,4.3953,10.5126,True
1442,y1_d038_HMN_RZQ,32,1083561,1083611,0.6498,8.7321,True
1443,y1_d038_HMN_RZQ,44,1477211,1477261,6.0054,7.965,True
1444,y1_d038_HMN_RZQ,68,2628361,2629111,-32.31,88.8708,True
1445,y1_d038_HMN_RZQ,88,3361611,3361861,7.28358,34.3692,True
1446,y1_d038_HMN_RZQ,96,3654461,3654611,2.777862,16.67532,True
1447,y1_d038_HMN_RZQ,106,3940961,3941011,2.9694,3.8688,True
1448,y1_d038_HMN_RZQ,110,4177711,4177761,1.2156,7.0029,True
1449,y1_d038_HMN_RZQ,124,4681561,4681711,-8.3058,20.3115,True
1450,y1_d038_HMN_RZQ,134,5034461,5034561,-8.715,12.936,True
1451,y1_d038_HMN_RZQ,171,6280011,6280111,9.8469,12.0945,True
1452,y1_d038_HMN_RZQ,176,6434861,6435861,-15.19323,32.7093,True
1453,y1_d038_HMN_RZQ,190,6955811,6955861,-2.7486,6.3003,True
1454,y1_d038_HMN_RZQ,201,7462361,7462861,-37.8459,53.6976,True
1455,y1_d038_HMN_RZQ,204,7650511,7650561,1.6443,4.6455,True
1456,y1_d038_HMN_RZQ,239,8803961,8804061,-5.0988,5.6706,True
1457,y1_d038_HMN_RZQ,241,8977411,8977811,-17.58363,57.4074,True
1458,y1_d038_HMN_RZQ,246,9112961,9113061,-0.7596,5.1411,True
1459,y1_d038_HMN_RZQ,298,11025861,11026161,-17.68104,21.06501,True
1460,y1_d039_HMN_RZQ,12,285795,285845,6.0795,8.6622,True
1461,y1_d039_HMN_RZQ,14,478695,478895,18.45204,22.06581,True
1462,y1_d039_HMN_RZQ,37,1317095,1317745,10.3791,20.88747,True
1463,y1_d039_HMN_RZQ,46,1736395,1736445,-0.5256,2.5845,True
1464,y1_d039_HMN_RZQ,51,1913445,1913495,0.3411,3.1734,True
1465,y1_d039_HMN_RZQ,58,2125395,2125445,0.327,7.6224,True
1466,y1_d039_HMN_RZQ,66,2458145,2458495,23.16846,41.0088,True
1467,y1_d039_HMN_RZQ,80,2997095,2997145,3.5118,7.644,True
1468,y1_d039_HMN_RZQ,92,3382495,3382595,1.8162,10.7733,True
1469,y1_d039_HMN_RZQ,99,3695895,3695945,-0.4899,5.7948,True
1470,y1_d039_HMN_RZQ,109,3907095,3907195,3.78006,14.64345,True
1471,y1_d039_HMN_RZQ,117,4219945,4219995,0.8124,10.0839,True
1472,y1_d039_HMN_RZQ,120,4300795,4300895,-6.7053,9.5262,True
1473,y1_d039_HMN_RZQ,133,4719395,4719445,-0.09,2.7591,True
1474,y1_d039_HMN_RZQ,140,5064645,5064745,-2.9988,13.8399,True
1475,y1_d039_HMN_RZQ,153,5505395,5505445,3.5019,9.5772,True
1476,y1_d039_HMN_RZQ,159,5634745,5634795,5.4597,9.7947,True
1477,y1_d039_HMN_RZQ,178,6323245,6323295,-1.6248,4.4184,True
1478,y1_d039_HMN_RZQ,185,6647045,6647195,-1.9071,8.3883,True
1479,y1_d039_HMN_RZQ,216,7768995,7769695,58.1079,63.2907,True
1480,y1_d039_HMN_RZQ,219,7832995,7833045,0.255,3.8349,True
1481,y1_d039_HMN_RZQ,240,8435845,8435895,0.0843,7.3698,True
1482,y1_d039_HMN_RZQ,249,8779145,8779195,-0.1869,7.4235,True
1483,y1_d039_HMN_RZQ,256,8972045,8972995,5.51124,69.2031,True
1484,y2_d055_IAK_RZQ,16,412817,412917,-2.8944,15.9687,True
1485,y2_d055_IAK_RZQ,53,1550567,1550617,1.8657,5.8083,True
1486,y2_d055_IAK_RZQ,89,2854767,2854867,-6.7923,17.0136,True
1487,y2_d055_IAK_RZQ,115,3773817,3773867,1.1439,4.2327,True
1488,y2_d055_IAK_RZQ,139,4703767,4703817,-2.6934,3.4821,True
1489,y2_d055_IAK_RZQ,152,5135917,5136417,6.09552,57.8229,True
1490,y2_d055_IAK_RZQ,159,5371967,5372117,-9.91095,22.17567,True
1491,y2_d055_IAK_RZQ,181,6034317,6034367,1.6203,7.1982,True
1492,y2_d055_IAK_RZQ,263,8733717,8733767,1.3743,4.4547,True
1493,y2_d055_IAK_RZQ,280,9212817,9212867,-2.1768,8.5179,True
1494,y2_d056_IAK_RZQ,5,106514,106564,-0.4392,9.3483,True
1495,y2_d056_IAK_RZQ,11,237664,237814,2.169,18.5853,True
1496,y2_d056_IAK_RZQ,30,891364,892214,-15.13041,17.98308,True
1497,y2_d056_IAK_RZQ,80,2592264,2592364,-2.238,16.0497,True
1498,y2_d056_IAK_RZQ,119,3889264,3889314,1.545,6.7584,True
1499,y2_d056_IAK_RZQ,123,4109164,4109564,-15.28275,54.9774,True
1500,y2_d056_IAK_RZQ,149,4953114,4953164,0.5673,3.9309,True
1501,y2_d056_IAK_RZQ,152,5054464,5054564,3.0204,12.4452,True
1502,y2_d056_IAK_RZQ,203,6818364,6818414,0.4014,6.1944,True
1503,y2_d056_IAK_RZQ,220,7572114,7572864,-27.54048,64.7505,True
1504,y2_d056_IAK_RZQ,236,7958564,7958914,-11.92095,39.2898,True
1505,y2_d056_IAK_RZQ,247,8318564,8318614,-1.1661,2.6586,True
1506,y2_d056_IAK_RZQ,250,8493314,8493364,0.294,5.1804,True
1507,y2_d056_IAK_RZQ,278,9483464,9483764,-18.24603,34.8015,True
1508,y2_d056_IAK_RZQ,306,10423864,10423914,2.2659,2.7384,True
1509,y2_d057_IAK_RZQ,22,581289,581322,-1.6551,3.1554,True
1510,y2_d057_IAK_RZQ,27,745662,746025,19.52394,47.5284,True
1511,y2_d057_IAK_RZQ,30,918219,918285,2.9859,6.7938,True
1512,y2_d057_IAK_RZQ,35,1043157,1043190,1.317,5.9901,True
1513,y2_d057_IAK_RZQ,48,1338540,1338606,2.4558,7.9431,True
1514,y2_d057_IAK_RZQ,51,1519744,1519810,-2.6976,9.3435,True
1515,y2_d057_IAK_RZQ,67,2064514,2064613,0.2289,3.9183,True
1516,y2_d057_IAK_RZQ,79,2504470,2504503,0.1653,5.6748,True
1517,y2_d057_IAK_RZQ,80,2537701,2537767,1.731,7.3776,True
1518,y2_d057_IAK_RZQ,84,2617924,2617957,-0.225,5.4759,True
1519,y2_d057_IAK_RZQ,159,5547396,5547528,5.6574,6.8571,True
1520,y2_d057_IAK_RZQ,162,5734540,5734738,4.36296,27.38466,True
1521,y2_d057_IAK_RZQ,166,5817964,5817997,-0.0936,5.1702,True
1522,y2_d057_IAK_RZQ,175,6130177,6130243,2.2695,5.0712,True
1523,y2_d057_IAK_RZQ,199,7005767,7005800,-0.822,5.667,True
1524,y2_d057_IAK_RZQ,200,7040516,7040582,5.3877,8.7093,True
1525,y2_d057_IAK_RZQ,202,7088531,7088762,-17.31234,25.38597,True
1526,y2_d057_IAK_RZQ,221,7758531,7758564,2.7195,6.2856,True
1527,y2_d057_IAK_RZQ,233,8023785,8024082,0.315153,34.6128,True
1528,y2_d057_IAK_RZQ,260,8855749,8858818,62.8914,70.7979,True
1529,y2_d057_IAK_RZQ,266,9024148,9024181,-1.6641,6.1905,True
1530,y2_d057.5_IAK_RZQ,2,31256,31306,0.2409,5.9823,True
1531,y2_d057.5_IAK_RZQ,15,424056,424106,0.5088,6.0774,True
1532,y2_d057.5_IAK_RZQ,45,1349756,1350356,22.33404,57.0267,True
